strike,1955,1950s,SNAP STRIKE IN KLANG
strike,1955,1950s,BUS STRIKE DEADLOCK
strike,1955,1950s,NEW BID TO END STRIKE
strike,1955,1950s,Strike stops Norway
strike,1955,1950s,'Strike'  on a  warship
strike,1955,1950s,102-day strike is over
strike,1955,1950s,HOPE TO END  BUS STRIKE  FADES
strike,1955,1950s,Strike threat by stable boys
strike,1955,1950s,S.T.C. strike: Vital talks today
strike,1955,1950s,SUSPENDED NAVAL BASE MEN: ON WITH STRIKE
strike,1955,1950s,Clerks: Reply  or we  strike
police,1955,1950s,CRISIS AS 12  MORE KENYA  POLICE QUIT
police,1955,1950s,Lost new boy is found by the police
police,1955,1950s,600 police hold 728
police,1955,1950s,2 police  officers slain
police,1955,1950s,Police capture  killer suspect
police,1955,1950s,"Bandits,  police in  30-min.  battle"
police,1955,1950s,GUARD HELPED REDS-POLICE
police,1955,1950s,"HOME GUARDS  HELPED REDS,  SAY POLICE"
police,1955,1950s,I knew he did:  not desert i  police: widow
police,1955,1950s,$5 dud  notes:  Swoop  by police
police,1955,1950s,POLICE: 'BEWARE OF DOG'
police,1955,1950s,POLICE SEIZE A RED PLAN OF SCHOOL
police,1955,1950s,POLICE BAND AT FUNERAL
police,1955,1950s,AFTER the STORM... HELP COMES from POLICE and CD. CORPS
police,1955,1950s,POLICE CHECK TALE OF LOTTERY FRAUD
police,1955,1950s,"POLICE OFFER $25,000"
police,1955,1950s,Police foil plot
police,1955,1950s,MAN STABBED-POLICE HUNT THE RAT'
police,1955,1950s,Bandits  wound  2 police  officers
police,1955,1950s,Police powers slashed by the Governor
police,1955,1950s,POLICE CALLED TO HOME OF SUSAN HAYWARD
police,1955,1950s,Not hurt by us   police
police,1955,1950s,REDS AND POLICE CLASH AT VILLAGE GATE
police,1955,1950s,POLICE SEEK HELP on 'RED BAIT CONTEST
police,1955,1950s,Judge will investigate police action
police,1955,1950s,Skeleton riddle for police
police,1955,1950s,POLICE PROBE MAN'S DEATH
police,1955,1950s,IOTERS BATTLE the POLICE
police,1955,1950s,U.S. Consul clears  the police
police,1955,1950s,Unionists to tackle 'police interference'
police,1955,1950s,4-mile dash to  police station
police,1955,1950s,Police commando squads to fight terror
police,1955,1950s,Police hold a striker
police,1955,1950s,Bomb  attack  on  police
police,1955,1950s,THE TRAFFIC HALTS AS POLICE CARRY AWAY THE WOUNDED MAN ON A STRETCHER
police,1955,1950s,Youth shot  in clash  with police
police,1955,1950s,POLICE HOLD 46 IN RAID ON ESTATE
police,1955,1950s,POLICE SEE 7 DANCES  WILL DECIDE
police,1955,1950s,Police alert after dawn clash
police,1955,1950s,Police begin arson hunt after fire
police,1955,1950s,Police trail  car   two arrests
police,1955,1950s,MONKEY CALLS ON POLICE
police,1955,1950s,Police  drop  $ million  charges
police,1955,1950s,"POLICE  SEAL  LINER IN  SEARCH  Two missing  Sunset service  $575,000 dole"
police,1955,1950s,Police are  on the  alert for 'Turco'
police,1955,1950s,Police probe drowning
police,1955,1950s,"I'LL CALL  IN THE POLICE,  says Mr. M"
police,1955,1950s,GANGSTERS  CHARGE THE POLICE
police,1955,1950s,POLICE SACKED -WHY?
police,1955,1950s,POLICE CHECK FRONT SQUABBLE
police,1955,1950s,MILLIONAIRE DETAINED BY POLICE
police,1955,1950s,Police probe riddle of frightened girl wandering in the street
police,1955,1950s,Terrorists fire at police
police,1955,1950s,Reds to blame for large police force
police,1955,1950s,K.L. blast: Police put out a warning
police,1955,1950s,Woman in  chains  rescued  by police
police,1955,1950s,'POLICE ABUSING POWERS'-COUNCILLOR
police,1955,1950s,Police probe death
police,1955,1950s,POLICE DOGS IN  HUNT FOR THE  WRECKERS
police,1955,1950s,Schoolgirl  detained  by police
fire,1955,1950s,Newly-weds lose presents in fire: 23 homeless
fire,1955,1950s,Clerks put out fire
fire,1955,1950s,Rockets blamed  for  big fire
fire,1955,1950s,Crackers to  blame for  this fire
fire,1955,1950s,"'Snubbed' by girl, he set fire to barn"
fire,1955,1950s,Reds fire  council  building
fire,1955,1950s,Guards open fire
fire,1955,1950s,BOYS BRAVE FIRE TO SAVE BLIND FATHER
fire,1955,1950s,Hong Kong fire
fire,1955,1950s,TROOPS OPEN FIRE ON AMBUSH MEN
fire,1955,1950s,Hong Kong fire destroys yards
fire,1955,1950s,VICTIMS in THIS FIRE WERE 30 FOWLS
fire,1955,1950s,26 killed  in crash:  Forest  on fire
fire,1955,1950s,Village fire guts 5 homes
fire,1955,1950s,CURFEW v FIRE-won
fire,1955,1950s,5 die in fire
fire,1955,1950s,Two hurt in big fire
fire,1955,1950s,BABY IN LINE OF FIRE
fire,1955,1950s,Sari catches fire  wife dies
fire,1955,1950s,2a.m. NEWS: HOOLIGANS FIRE 2 CARS
fire,1955,1950s,Bandits rob and set fire to shop
fire,1955,1950s,FIRE SWEEPS LEXA MAERSK WRECK AGAIN
fire,1955,1950s,AMBULANCE AND FIRE  ENGINES STAND BY BUT  PLANE LANDS SAFELY
fire,1955,1950s,FOUR MORE CARS FIRE-RAIDED
fire,1955,1950s,Shanty  town  fire: 100 homeless
fire,1955,1950s,CAR FIRE AFTER SMASH KILLS 2
fire,1955,1950s,Car catches fire
fire,1955,1950s,"$200,000 RUBBER LOST IN FIRE"
fire,1955,1950s,"Bandits fire point-blank, miss tapper"
fire,1955,1950s,Police begin arson hunt after fire
fire,1955,1950s,"$2,000,000 fire hits city"
fire,1955,1950s,26-hour  battle  with  ship fire
fire,1955,1950s,Attap huts on fire: 33 homeless
fire,1955,1950s,Fire hoses  turned on  Korean mob
fire,1955,1950s,REDS CALL FOR CEASE-FIRE
fire,1955,1950s,Bandits fire on Fijians
fire,1955,1950s,SMOKE BEATS TROJA  FIRE-FIGHTERS
fire,1955,1950s,Fire at the trade fair
fire,1955,1950s,$3M. COLONY FIRE GUTS GODOWN
fire,1955,1950s,15-MIN FIRE LEAVES TWO FAMILIES HOMELESS
fire,1955,1950s,Another car set on fire
fire,1955,1950s,Terrorists fire at police
fire,1955,1950s,100 LOSE HOMES IN MIDNIGHT FIRE
fire,1955,1950s,Hong Kong fire kills five
fire,1955,1950s,Reds fire at estate houses
fire,1955,1950s,Doctor's car on fire
fire,1955,1950s,THE CEASE-FIRE' AREA
die,1955,1950s,MAN SENT FOR  DENTISTBOTH DIE OF STAB WOUNDS
die,1955,1950s,FOUR MEN  DIE IN MYSTERY MANHOLE
die,1955,1950s,Reds caught  gathering nuts-4 die
die,1955,1950s,2 DIE IN  BLAZING  HOUSE
die,1955,1950s,African airliner cashes: 13 die
die,1955,1950s,2 die in crash
die,1955,1950s,LEGLESS  MAN SEES SON DIE
die,1955,1950s,7 WILL DIE IF  YOU DON'T COME TO ME'
die,1955,1950s,3 horses  die at  B. Timah
die,1955,1950s,8 die in smash
die,1955,1950s,5 die in fire
die,1955,1950s,2 DIE IN HOLIDAY  ROAD MISHAPS
die,1955,1950s,20 DIE IN SAIGON CLASH
die,1955,1950s,Fishermen die
die,1955,1950s,4 die in crash
die,1955,1950s,Two die in crash
die,1955,1950s,12 die in clash
die,1955,1950s,"143 die, 51 hurt in ferry collision"
die,1955,1950s,DETAINEES RIOT: 3 DIE
die,1955,1950s,Two die in crash
die,1955,1950s,Three die as  lorry  somersaults
die,1955,1950s,"FILM STARS  CARMEN,  SUSAN DIE"
die,1955,1950s,6 DIE in 5 TERROR MINUTES
die,1955,1950s,TWO TRAINEES DIE IN CRASH
die,1955,1950s,13 die in crash
die,1955,1950s,Tengku: I'll die happy if...
die,1955,1950s,..and the man who would rather die than go back
die,1955,1950s,PIRATE SEIZES A SHIPTWO DIE
die,1955,1950s,19 die at sea
die,1955,1950s,16 die in crash
die,1955,1950s,MAN SEES WIFE AND  SON DIE IN FLAMES
die,1955,1950s,3 die in river
die,1955,1950s,"DRINK, DRIVE, DIE BUDGET"
die,1955,1950s,JUNGLE BATTLE: 4 DIE
die,1955,1950s,MYSTERY BLAST: 7 DIE
pay,1955,1950s,ON 'WAR' CASH HE SAYS: MAKE S'PORE PAY MORE
pay,1955,1950s,SUICIDE AFTER A PAY UP' NOTE
pay,1955,1950s,PAY PLANE CRASHES
pay,1955,1950s,Final  pay   out of war claims
pay,1955,1950s,HARBOUR BOARD OFFERS $30 PAY RISE TO CLERKS
pay,1955,1950s,Talks pay dividends
pay,1955,1950s,COLONY BUSMEN  DEMAND  $130 PAY RISE
pay,1955,1950s,Strike pay rejected   unions walk out
pay,1955,1950s,Crowds pay  shilling each  to look at  murderess
pay,1955,1950s,PAY BOOM for THOUSANDS
pay,1955,1950s,50 per cent  more or...  PAY DEMAND
pay,1955,1950s,Bigger pay packets for loyal 800
pay,1955,1950s,YOU (AND YOUR BOSS) SHOULD PAY MORE: WORLD BANK REPORT
pay,1955,1950s,BUS FIRM TO  350: PAy OUR LOSS
pay,1955,1950s,Now half pay for doing nothing
pay,1955,1950s,"Pay up,  air  fares  up, too"
pay,1955,1950s,"8,000  get  pay rise"
pay,1955,1950s,"4,000 commercial clerks say: More pay please"
pay,1955,1950s,DRASTIC PAY CUTS FOR BUSMEN
dead,1955,1950s,Engaged on Jan. 1:  shot dead on Jan. 3
dead,1955,1950s,AMAH DEAD IN TUBWAS IT MURDER?
dead,1955,1950s,HE STAYED DEAD THIS TIME
dead,1955,1950s,Film actress found dead
dead,1955,1950s,'Worried'  man was  found  shot dead
dead,1955,1950s,Shot dead  on his first visit
dead,1955,1950s,Woman in  hotel  is found  dead
dead,1955,1950s,Wife found dead
dead,1955,1950s,RIOT TOLL: THE WOUNDED AND THE DEAD
dead,1955,1950s,THE TOLL IS NOW 4 DEAD
dead,1955,1950s,82 DEAD in WORLD'S WORST-EVER MOTOR RACING DISASTER
dead,1955,1950s,Two found dead near rail track
dead,1955,1950s,Davis Cup player dead?
dead,1955,1950s,THE TERROR of SOUTH  JOHORE  IS SHOT DEAD
dead,1955,1950s,YOUNG BRIDE IS FOUND DEAD
dead,1955,1950s,EX-BANDIT  FOUND  SHOT DEAD
dead,1955,1950s,11 TERRORISTS SHOT DEAD
ban,1955,1950s,New gaming ban
ban,1955,1950s,Ban will stay
ban,1955,1950s,He ignored 'no politics9 ban allegation  MALAY OFFICIAL ON THE CARPET
ban,1955,1950s,RED 'TEA PARTIES' BAN
ban,1955,1950s,Ban on 'horrors'
ban,1955,1950s,CHURCH  BAN ON SWEEP MONEY
ban,1955,1950s,Religion ban in Peron schools
ban,1955,1950s,Sikhs defy ban: 300  are held
ban,1955,1950s,MOSQUITO PAPER BAN
ban,1955,1950s,"Ban lifted,  then Reds  strike again"
ban,1955,1950s,Song and dance ban shock in Spore
ban,1955,1950s,GOA-BOUND SHIPS: NO BAN BY INDIA
ban,1955,1950s,Whipping ban
ban,1955,1950s,India press ban
ban,1955,1950s,RUBBER 'RACKET BAN?
ban,1955,1950s,They want to ban the Aussies
cup,1955,1950s,CUP EXPERT McCLOUD  LOSES HIS LICENCE
cup,1955,1950s,NEWCASTLE WIN CUP
cup,1955,1950s,U.S. THOMAS CUP MEN ALL SET TO LEAVE
cup,1955,1950s,THOMAS  CUP  Souvenir
cup,1955,1950s,THE CUP STAYS in MALAYA
cup,1955,1950s,ARRESTS AFTER MALAYA CUP MATCH AFFRAY
cup,1955,1950s,Cup Final 'repeat'
cup,1955,1950s,DERBY CUP IS STOLEN '
polio,1955,1950s,Blue baby was in polio-suspected liner
polio,1955,1950s,Malayans  have  nature's polio cure
polio,1955,1950s,POLIO VACCINE  SOON FOR  SINGAPORE
polio,1955,1950s,The man who  conquered  polio
polio,1955,1950s,POLIO  VACCINE:  GOVT.  WARNS
polio,1955,1950s,U.S. POLIO VACCINE 'MUDDLE'
boost,1955,1950s,"Bosses boost boozing, says the MTUC"
boost,1955,1950s,INDONESIA AGREES TO TRADE BOOST
boost,1955,1950s,Indonesia plans  trade boost
boost,1955,1950s,TENGKU'S TRADE BOOST
public,1955,1950s,SOEKARNO'S No. 2 MEETS THE PUBLIC
public,1955,1950s,Meeting the public
public,1955,1950s,PUBLIC ASKED:  TELL US YOUR VIEWS
campaign,1955,1950s,C.C.C. STARTS  GO-TO-POLLS CAMPAIGN
campaign,1955,1950s,"'VICIOUS, FILTHY CAMPAIGN by ALLIANCE'"
prices,1955,1950s,Goodyear tyre prices up too
strike,1956,1950s,'$4.15 a day or country wide strike'
strike,1956,1950s,Tram workers on strike
strike,1956,1950s,"10,000 ARE SET TO STRIKE"
strike,1956,1950s,Petaling strike
strike,1956,1950s,PETALING  TIN:  STRIKE TODAY
strike,1956,1950s,Nation  wide  strike  threat
strike,1956,1950s,NAVAL BASE MEN IN ONEDAY STRIKE
strike,1956,1950s,Dock  strike  goes  on
strike,1956,1950s,'End the  strike' move at  Base
strike,1956,1950s,"NEW BID TO END STRIKE BY 9,000"
strike,1956,1950s,DOCK STRIKE HITS A USSIES
strike,1956,1950s,Mansfield union will  strike  next week
strike,1956,1950s,"18,000  miners may  strike"
strike,1956,1950s,NEW BID TO END  S.T.C. STRIKE
strike,1956,1950s,NAVAL BASE STRIKE OFF
strike,1956,1950s,Hunger strike decision today
strike,1956,1950s,Dock strike to end
strike,1956,1950s,On with strike
strike,1956,1950s,"The long, long strike is over-and everyone is happy"
strike,1956,1950s,STUDENTS IN MIRI STRIKE
strike,1956,1950s,STRIKE  THREAT IS OFF
strike,1956,1950s,STRIKE BOYS WARNED
strike,1956,1950s,Bank strike averted
strike,1956,1950s,Nation-wide rail strike threat
strike,1956,1950s,Teachers strike
strike,1956,1950s,Bank  faces 'shock' strike
strike,1956,1950s,STRIKE? ONLY  Mr. M  SEES IT IN HIS CRYSTAL
strike,1956,1950s,'WILD-CAT' STRIKE AT FORD PLANT
strike,1956,1950s,Govt.  men  go on  strike
strike,1956,1950s,THE MYSTERY STRIKE
strike,1956,1950s,14 fired: 600 estate workers strike
strike,1956,1950s,"1,200 dock workers to strike 'any time'"
strike,1956,1950s,900 Colony clerks take strike vote
strike,1956,1950s,DOCK STRIKE OVER:  9 P.M. PACT SIGNED
strike,1956,1950s,STRIKE BALLOT SURPRISE
strike,1956,1950s,New dock  strike  averted
strike,1956,1950s,More pay:  Strike averted
strike,1956,1950s,Bank men: We take strike ballot
strike,1956,1950s,Big bank pay-out averts strike
strike,1956,1950s,Chettiar cooks win strike
strike,1956,1950s,'REMOVE HIM OR WE STRIKE'
strike,1956,1950s,Motor  boat  bandits strike
strike,1956,1950s,RAILWAY  STRIKE NOTICE
strike,1956,1950s,500 strike over 22 sackings
strike,1956,1950s,General strike paralyses Calcutta
strike,1956,1950s,Strike chief makes settlement move
strike,1956,1950s,Signalmen  withdraw  strike note
strike,1956,1950s,STRIKE THREAT BY SAMPAN MEN
strike,1956,1950s,Rubber  wages  cut: 166 strike
strike,1956,1950s,ignalmen strike
strike,1956,1950s,"12,000 workers threaten  strike"
strike,1956,1950s,"6,000 busmen will hold their first  'Friday strike' today"
strike,1956,1950s,'STRIKE  AND FACE  THIS...'
strike,1956,1950s,80 WAIT FOR THE STRIKE SIGNAL
strike,1956,1950s,Tin strike put off
strike,1956,1950s,WORKERS CALL OFF 10-MONTH STRIKE
strike,1956,1950s,FORD STRIKE OVER
strike,1956,1950s,Strike notice
strike,1956,1950s,STRIKE!-BUT TRAINS WILL RUN AS USUAL
strike,1956,1950s,RAIL STRIKE IS OVER
strike,1956,1950s,"RAIL, PHONE STRIKE HITS SUMATRA"
strike,1956,1950s,Rubber strike
strike,1956,1950s,"2,000 PAHANG TIN MEN STRIKE"
strike,1956,1950s,Troops  in if gas men  strike
strike,1956,1950s,Gasmen delay  strike action
strike,1956,1950s,Strike is over
strike,1956,1950s,Lim ends  37-day  strike in  90 mins.
strike,1956,1950s,Gasmen call off strike
strike,1956,1950s,"Protest strike by 4,000"
strike,1956,1950s,PUPILS STRIKE
strike,1956,1950s,Gas strike:  Inquiry demanded
strike,1956,1950s,Bus strike in Malacca
strike,1956,1950s,UNIONS' ULTIMATUM: SETTLE GAS STRIKE OR WE ALL STRIKE
strike,1956,1950s,CITY PRESIDENT GETS STRIKE ULTIMATUM FROM THE UNIONS
strike,1956,1950s,Wedding delays  notice of strike
strike,1956,1950s,Split decision on big city strike
strike,1956,1950s,"50,000 strike"
strike,1956,1950s,Butchers to strike
strike,1956,1950s,K.I.V.-THAT MASS STRIKE
strike,1956,1950s,Robbers strike  in busy street
strike,1956,1950s,CHINESE BUS WORKERS  TO STRIKE FOR 10 MINUTES TODAY
strike,1956,1950s,"50,000 strike"
strike,1956,1950s,43-day  gas  strike is over
strike,1956,1950s,CUSTOMS MEN PLAN JOINT STRIKE
strike,1956,1950s,STRIKE PUT OFF
strike,1956,1950s,AIRWAYS  MEN TO STRIKE
strike,1956,1950s,XMAS STRIKE WAVE LOOMS
strike,1956,1950s,Strike   but 11 flights will carry on today
strike,1956,1950s,BANK  CLERKS  CALL OFF  STRIKE
police,1956,1950s,Police swoop  on gang suspects
police,1956,1950s,POLICE 'EXODUS' SHOCK
police,1956,1950s,Police arrest  35  strikers
police,1956,1950s,Special jobs body for the police
police,1956,1950s,"Police, army taken on a wild gun chase"
police,1956,1950s,DAWN SWOOP  FOR GUNS BY 300 POLICE
police,1956,1950s,2 terror gangs ambush police
police,1956,1950s,100 SOLDIERS  RIOT AT POLICE POST
police,1956,1950s,Woman found shot: Revolver on bed  POLICE QUESTION SQUATTERS
police,1956,1950s,Black hole police arrested
police,1956,1950s,Police ban  Singapore  concert:  It's Red'
police,1956,1950s,POLICE KILL KIDNAPPERS
police,1956,1950s,3 men  held in  police  ambush
police,1956,1950s,Bank man missing three days: Police investigate
police,1956,1950s,All Colony police at alert today
police,1956,1950s,"$100,000  fraud  report to police"
police,1956,1950s,17 arrested  in police  swoops
police,1956,1950s,POLICE ARREST  70  STRIKERS
police,1956,1950s,Police hunt wounded man
police,1956,1950s,Gang war  threat    police  stand by
police,1956,1950s,Police seek witnesses
police,1956,1950s,Police  shoot  dagger  man
police,1956,1950s,POLICE DIG  TO FIND  BODY IN  THE WELL
police,1956,1950s,CROOKS  FALL  OUT-TIP TO POLICE
police,1956,1950s,Crowd  sees  police chase
police,1956,1950s,GANGS CLASH:  POLICE ARREST 21
police,1956,1950s,Police 'arrest' 80 buffaloes
police,1956,1950s,TRUCK MEN DEFY THE POLICE
police,1956,1950s,Unionist  held  by  police
police,1956,1950s,Three men fight police in courtroom
police,1956,1950s,Hong Kong  police hold  Malayan
police,1956,1950s,Police raid  printing works
police,1956,1950s,HK murder  trial: Cousin sees police
police,1956,1950s,Biggest  opium  haul by  police
police,1956,1950s,STRIKERS FIGHT POLICE
police,1956,1950s,ROSE (TSS?) WEEPS IN  THE POLICE^ STATION
police,1956,1950s,Man escapes  from police  lock-up
police,1956,1950s,Police  alert  at farm  show
police,1956,1950s,Police save footballers from mob
police,1956,1950s,Woman  bites  police  officer
police,1956,1950s,POLICE ON THE ALERT AT CONCERT
police,1956,1950s,Special police kill top Red
police,1956,1950s,POLICE  SEEK  BARBER
police,1956,1950s,POLICE HOLD PAP MAN
police,1956,1950s,A'strip' preview  for  the police
police,1956,1950s,Police seek black car
police,1956,1950s,Police swim  after  gunman
police,1956,1950s,Police defence
police,1956,1950s,Police defence
police,1956,1950s,ISLAND   WIDE CURFEW AS MOBS ATTACK POLICE
police,1956,1950s,U.N. 'POLICE' STAND BY
police,1956,1950s,POLICE CAPTURE  ONE OF  MAU MAU ELITE
police,1956,1950s,POLICE AND ARMY ALERT
police,1956,1950s,A BOMB  HUNT IN POLICE STATION
police,1956,1950s,CHARRED BODY SETS POLICE PROBLEM
police,1956,1950s,Police quiz boy of 10
police,1956,1950s,Police find jewellery in bush
fire,1956,1950s,Child starts fire
fire,1956,1950s,Market fire
fire,1956,1950s,"$25,000 damage in Colony fire"
fire,1956,1950s,Four bandits flee under Gurkha fire
fire,1956,1950s,CHANGE  ALLEY  FIRE
fire,1956,1950s,Cat starts fire: 16 homeless
fire,1956,1950s,Johore  fights  worst  fire
fire,1956,1950s,In memoriam  Fire  guts 9 houses
fire,1956,1950s,Blazing  oil sets  river  on fire
fire,1956,1950s,9-hour fire  destroys rubber trees
fire,1956,1950s,Plane on fire
fire,1956,1950s,BABY'S CRIES GIVE AWAY MYSTERY FIRE
fire,1956,1950s,Two buses on fire
fire,1956,1950s,Egyptians fire on vehicle
fire,1956,1950s,MYSTERY  FIRE  GUTS BUS
fire,1956,1950s,"GOODS WORTH  $100,OOO DESTROYED IN GODOWN FIRE"
fire,1956,1950s,250 are  homeless  after  big fire
fire,1956,1950s,HEROINE  OF NINE AT FIRE
fire,1956,1950s,TWELVE INJURED AS FIRE GUTS HUT
fire,1956,1950s,Etna on fire
fire,1956,1950s,Fire kills babies
fire,1956,1950s,2.30 a.m. FIRE MAKES 132 HOMELESS
fire,1956,1950s,Arson hint  after  truck fire
fire,1956,1950s,Fire Brigade  officer held
