topword,year,freq
mil,1973,12
London,1973,12
soviet,1973,12
bank,1973,12
five,1973,12
hanoi,1973,11
strike,1973,11
tax,1973,11
Razak,1973,11
Reds,1973,28
Asean,1973,11
offer,1973,11
protest,1973,10
rate,1973,10
kidnap,1973,10
crashes,1973,10
KL,1973,10
agnew,1973,10
battle,1973,10
kill,1973,26
power,1973,10
guerillas,1973,10
gun,1973,9
give,1973,9
court,1973,9
years,1973,9
halt,1973,9
drop,1973,9
Raja,1973,9
accord,1973,9
k,1973,9
cup,1973,9
deal,1973,9
freed,1973,9
win,1973,16
nine,1973,8
house,1973,8
trading,1973,8
clash,1973,8
petrol,1973,8
Tun,1973,8
mart,1973,8
PC,1973,8
demo,1973,8
rail,1973,8
arab,1973,8
hunt,1973,8
hijack,1973,8
plunge,1973,8
students,1973,8
fatal,1973,7
whitlam,1973,7
envoy,1973,7
egypt,1973,7
army,1973,7
arms,1973,7
train,1973,7
car,1973,7
vital,1973,7
stock,1973,7
stop,1973,7
embassy,1973,7
Saigon,1973,7
flee,1973,7
arrested,1973,7
Goh,1973,7
free,1973,7
girls,1973,7
final,1973,7
youth,1973,7
say,1973,7
probe,1973,7
shares,1973,7
fuel,1973,7
grab,1973,7
europe,1973,7
save,1973,7
bill,1973,7
Manila,1973,7
gang,1973,7
crisis,1973,7
troops,1973,7
drama,1973,7
bus,1973,7
HK,1973,7
record,1973,7
malik,1973,7
stay,1973,7
vietnam,1973,7
watergate,1973,6
charge,1973,6
blaze,1973,6
town,1973,6
shock,1973,6
asia,1973,6
action,1973,6
Parliament,1973,6
law,1973,6
chief,1973,6
gunman,1973,6
fined,1973,6
SIA,1973,6
holiday,1973,6
wont,1973,6
tomorrow,1973,6
top,1973,6
murder,1973,6
hotel,1973,6
forces,1973,6
germany,1973,6
jailed,1973,6
flies,1973,6
quit,1973,13
cent,1973,15
secret,1973,6
meeting,1973,6
premier,1973,6
demand,1973,6
drug,1973,12
ready,1973,6
party,1973,6
pak,1973,6
victim,1973,6
growth,1973,6
aussie,1973,6
jumps,1973,6
Thailand,1973,6
post,1973,6
opium,1973,6
ambush,1973,6
guard,1973,6
Britain,1973,6
ship,1973,11
cambodia,1973,6
games,1973,6
time,1973,6
Marcos,1973,5
seized,1973,5
end,1973,11
fall,1973,5
skylab,1973,5
defence,1973,5
lights,1973,5
ahead,1973,5
leaves,1973,5
paris,1973,5
family,1973,5
flat,1973,12
export,1973,5
israelis,1973,5
high,1973,5
reserves,1973,5
rise,1973,10
plans,1973,5
france,1973,5
shooting,1973,5
better,1973,5
split,1973,5
Peking,1973,5
week,1973,5
navy,1973,5
brings,1973,5
keep,1973,5
suspended,1973,5
station,1973,5
white,1973,5
store,1973,5
doctors,1973,5
King,1973,5
hike,1973,5
Indonesia,1973,5
shell,1973,5
curfew,1973,5
beirut,1973,5
joins,1973,5
swindle,1973,5
floods,1973,5
xmas,1973,5
Dow,1974,87
Jones,1974,87
killed,1974,72
up,1974,70
talks,1974,65
oil,1974,65
crash,1974,54
die,1974,64
Nixon,1974,42
Singapore,1974,46
dead,1974,37
U.S.,1974,40
police,1974,31
blast,1974,36
visit,1974,30
death,1974,36
fire,1974,30
Reds,1974,49
price,1974,44
hurt,1974,28
bomb,1974,28
shot,1974,27
gold,1974,25
Lee,1974,23
bank,1974,23
mil,1974,23
Govt,1974,23
strike,1974,21
warning,1974,21
troops,1974,19
soviet,1974,19
bus,1974,19
murder,1974,18
rate,1974,18
accord,1974,18
cup,1974,18
aid,1974,18
pay,1974,18
kill,1974,46
k,1974,17
missing,1974,17
plane,1974,16
move,1974,16
Peking,1974,16
attack,1974,16
cut,1974,16
fight,1974,16
golan,1974,15
student,1974,41
bid,1974,15
Britain,1974,15
cyprus,1974,14
threat,1974,14
grab,1974,14
air,1974,14
haul,1974,14
offer,1974,14
charge,1974,13
pact,1974,13
pledge,1974,13
Japan,1974,13
hotel,1974,13
clash,1974,13
hit,1974,26
ban,1974,13
China,1974,13
mail,1974,13
years,1974,13
five,1974,13
blaze,1974,12
seized,1974,12
shock,1974,12
run,1974,12
arrested,1974,12
put,1974,12
wilson,1974,12
demo,1974,12
ship,1974,12
Razak,1974,11
ties,1974,11
shares,1974,11
battle,1974,11
rice,1974,11
sea,1974,11
sadat,1974,11
trial,1974,11
alert,1974,11
down,1974,11
trip,1974,11
peace,1974,11
asia,1974,10
soldier,1974,10
airport,1974,10
Israel,1974,10
beat,1974,10
KL,1974,10
jet,1974,10
rebels,1974,10
Raja,1974,10
yes,1974,10
probe,1974,10
near,1974,10
cents,1974,10
fares,1974,10
arab,1974,10
hunt,1974,10
arms,1974,10
ford,1974,10
HK,1974,10
UN,1974,10
fall,1974,16
win,1974,20
crisis,1974,9
riot,1974,9
varsity,1974,9
car,1974,9
acts,1974,9
quake,1974,9
nation,1974,9
Thai,1974,9
hike,1974,9
youth,1974,9
border,1974,9
sugar,1974,9
hostage,1974,9
fighting,1974,9
mother,1974,9
gang,1974,9
security,1974,9
war,1974,9
second,1974,8
cost,1974,8
french,1974,8
free,1974,8
tragedy,1974,8
egypt,1974,8
tax,1974,8
law,1974,8
mission,1974,8
factory,1974,8
plea,1974,8
quits,1974,8
dont,1974,8
open,1974,8
low,1974,8
petrol,1974,8
Jakarta,1974,8
trade,1974,8
case,1974,8
raid,1974,16
charged,1974,8
loss,1974,8
Malaysia,1974,8
escape,1974,8
aussie,1974,8
road,1974,8
Suharto,1974,8
ends,1974,8
dollar,1974,7
protest,1974,7
rise,1974,7
gun,1974,7
team,1974,7
kidnap,1974,7
envoy,1974,7
search,1974,7
plot,1974,7
India,1974,7
ambush,1974,7
chief,1974,7
top,1974,7
gunman,1974,7
hijackers,1974,7
safe,1974,7
british,1974,7
final,1974,7
russia,1974,7
labour,1974,7
jailed,1974,7
sex,1974,7
last,1974,7
tour,1974,7
sacked,1974,7
flies,1974,7
loan,1974,7
poll,1974,13
meeting,1974,7
riddle,1974,7
family,1974,7
lost,1974,7
seek,1974,7
officer,1974,7
robbery,1974,7
boat,1974,7
leader,1974,7
drama,1974,7
magazine,1974,7
guard,1974,7
long,1974,7
start,1974,7
record,1974,7
life,1974,7
test,1974,7
heath,1974,7
Chinese,1974,6
horror,1974,6
stabbed,1974,6
body,1974,6
ahead,1974,6
crime,1974,6
army,1974,6
train,1974,6
women,1974,6
give,1974,12
stock,1974,6
President,1974,6
scare,1974,6
office,1974,6
good,1974,6
bonn,1974,6
cairo,1974,6
Goh,1974,6
kuwait,1974,6
vote,1974,6
Asean,1974,6
jail,1974,6
begin,1974,6
lift,1974,6
progress,1974,6
bar,1974,6
floods,1974,6
London,1974,6
israeli,1974,12
row,1974,6
takeover,1974,6
court,1974,6
Dow,1975,104
Jones,1975,103
nation,1975,47
Singapore,1975,60
Lee,1975,42
killed,1975,41
U.S.,1975,38
crash,1975,36
up,1975,35
sports,1975,33
hurt,1975,28
talks,1975,27
police,1975,27
Par,1975,27
blast,1975,26
oil,1975,26
die,1975,37
Haw,1975,23
Reds,1975,47
KL,1975,21
cut,1975,29
fire,1975,20
death,1975,20
bomb,1975,19
cup,1975,19
blaze,1975,18
bank,1975,24
Asean,1975,18
price,1975,27
rate,1975,23
mil,1975,17
shot,1975,16
China,1975,16
timescope,1975,16
kill,1975,32
Malaysia,1975,16
visit,1975,16
ford,1975,16
dead,1975,16
five,1975,15
ship,1975,22
airport,1975,14
Saigon,1975,14
Raja,1975,14
probe,1975,14
asia,1975,14
life,1975,14
bid,1975,14
Govt,1975,14
car,1975,13
chief,1975,13
pay,1975,13
hunt,1975,13
refugees,1975,13
plane,1975,12
ties,1975,12
soccer,1975,12
attack,1975,12
murder,1975,12
haul,1975,12
troops,1975,12
dollar,1975,11
envoy,1975,11
Israel,1975,11
court,1975,11
trade,1975,11
Japan,1975,11
put,1975,11
pledge,1975,11
top,1975,11
years,1975,11
drug,1975,19
PC,1975,11
nation...,1975,11
offer,1975,11
warning,1975,11
seized,1975,10
shock,1975,10
train,1975,10
tokyo,1975,10
Razak,1975,10
move,1975,10
Thai,1975,10
k,1975,10
ban,1975,10
London,1975,10
missing,1975,10
aid,1975,10
student,1975,10
freed,1975,10
UN,1975,10
battle,1975,9
gunmen,1975,9
magazine,1975,9
kukrit,1975,9
Harun,1975,9
border,1975,9
end,1975,9
accord,1975,9
seven,1975,9
alert,1975,9
yes,1975,9
war,1975,9
bus,1975,9
HK,1975,9
record,1975,9
charge,1975,8
down,1975,8
kidnap,1975,8
bangkok,1975,8
arms,1975,8
fly,1975,8
ambush,1975,8
quake,1975,8
booby,1975,8
quits,1975,8
hotel,1975,8
clash,1975,8
rebels,1975,8
gold,1975,8
loan,1975,8
plo,1975,8
drama,1975,8
fight,1975,8
trip,1975,8
calls,1975,8
Asian,1975,7
free,1975,7
win,1975,13
strike,1975,7
youth,1975,7
embassy,1975,7
million,1975,7
ring,1975,7
jet,1975,7
girls,1975,7
toon,1975,7
Jakarta,1975,7
jailed,1975,7
lots,1975,7
sadat,1975,7
meeting,1975,7
leave,1975,7
air,1975,7
riddle,1975,7
gang,1975,7
robbery,1975,7
guerillas,1975,7
boon,1975,7
wife,1975,7
ali,1975,6
sent,1975,6
song,1975,6
fall,1975,6
Timor,1975,6
gun,1975,6
threat,1975,6
warns,1975,6
great,1975,6
heroin,1975,6
pernas,1975,6
egypt,1975,6
tax,1975,6
crashes,1975,6
order,1975,6
gunman,1975,6
dont,1975,6
killer,1975,6
Peking,1975,6
story,1975,6
fuad,1975,6
summit,1975,6
whitlam,1975,6
prg,1975,6
plunge,1975,6
cabinet,1975,6
airlift,1975,6
state,1975,6
hit,1975,16
prime,1975,6
smash,1975,6
grab,1975,6
share,1975,6
flies,1975,6
minister,1975,6
foreign,1975,6
tells,1975,6
charged,1975,6
blow,1975,6
expelled,1975,6
power,1975,6
final,1975,6
france,1975,6
peace,1975,6
umno,1975,6
concorde,1975,6
vietnam,1975,6
manager,1975,5
saved,1975,5
row,1975,5
protest,1975,5
rise,1975,5
team,1975,5
polls,1975,5
leaders,1975,5
lawyer,1975,5
Sabah,1975,5
appeal,1975,5
golden,1975,5
love,1975,5
plea,1975,5
family,1975,5
market,1975,5
hospital,1975,5
flights,1975,5
women,1975,5
control,1975,5
trap,1975,5
pinder,1975,5
franco,1975,5
berjaya,1975,5
crew,1975,5
food,1975,5
flee,1975,5
vote,1975,5
trading,1975,5
Goh,1975,5
surprise,1975,5
spill,1975,5
indira,1975,5
kim,1975,5
city,1975,5
hike,1975,5
wilson,1975,5
mustapha,1975,5
Dow,1976,121
Jones,1976,120
killed,1976,77
crash,1976,52
up,1976,49
Lee,1976,47
Singapore,1976,58
U.S.,1976,41
sports,1976,39
talks,1976,39
nation,1976,36
Reds,1976,76
die,1976,56
bank,1976,38
police,1976,29
death,1976,26
asia,1976,25
strike,1976,25
China,1976,29
fire,1976,23
hurt,1976,22
Harun,1976,22
Asean,1976,22
kill,1976,49
oil,1976,21
Govt,1976,21
dead,1976,20
visit,1976,19
shot,1976,19
mil,1976,19
blast,1976,18
Hussein,1976,18
Thai,1976,25
cup,1976,18
drug,1976,29
ties,1976,17
quake,1976,17
heroin,1976,17
pound,1976,17
bid,1976,17
ford,1976,17
KL,1976,17
magazine,1976,16
move,1976,16
Raja,1976,16
five,1976,16
Malaysia,1976,16
bomb,1976,15
years,1976,15
blaze,1976,14
pledge,1976,14
timescope,1976,14
ban,1976,14
probe,1976,14
polls,1976,14
air,1976,14
war,1976,14
seized,1976,13
shock,1976,13
airport,1976,13
court,1976,13
alert,1976,13
haul,1976,13
dollar,1976,12
troops,1976,12
London,1976,12
million,1976,12
attack,1976,12
clash,1976,12
accord,1976,12
aid,1976,12
demo,1976,12
peace,1976,12
summit,1976,12
Sabah,1976,11
car,1976,17
trial,1976,11
threat,1976,11
top,1976,11
price,1976,18
gold,1976,11
grab,1976,11
last,1976,11
pay,1976,11
cut,1976,11
security,1976,11
road,1976,11
bus,1976,11
Britain,1976,11
warning,1976,11
ship,1976,11
fall,1976,10
end,1976,16
plane,1976,10
chief,1976,10
order,1976,10
border,1976,10
story,1976,10
rate,1976,10
rhodesia,1976,10
HK,1976,10
rebels,1976,10
minister,1976,10
Haw,1976,10
hanoi,1976,10
battle,1976,9
charge,1976,18
army,1976,9
arms,1976,9
slater,1976,9
Israel,1976,9
train,1976,9
dont,1976,9
amin,1976,9
eight,1976,9
missing,1976,9
hits,1976,9
raid,1976,9
student,1976,21
detained,1976,9
Thailand,1976,9
ambush,1976,9
guerillas,1976,9
fight,1976,9
PAP,1976,9
gunmen,1976,9
song,1976,8
leader,1976,14
envoy,1976,8
love,1976,8
win,1976,17
mao,1976,8
trade,1976,8
arrested,1976,8
angola,1976,8
put,1976,8
miss,1976,8
final,1976,8
face,1976,17
betong,1976,8
smith,1976,8
near,1976,8
umno,1976,8
Par,1976,8
soviet,1976,8
charged,1976,8
coup,1976,8
lost,1976,8
freed,1976,8
quit,1976,18
down,1976,8
wife,1976,8
gang,1976,7
row,1976,7
Marcos,1976,7
mishap,1976,7
b,1976,7
riot,1976,13
drops,1976,7
high,1976,7
jail,1976,7
house,1976,7
plea,1976,7
kim,1976,7
tomorrow,1976,7
businesstimes,1976,7
hotel,1976,7
double,1976,7
youth,1976,7
buried,1976,7
havoc,1976,7
fraser,1976,7
malaysian,1976,7
hike,1976,7
olympics,1976,7
loan,1976,7
sex,1976,7
budget,1976,7
return,1976,7
arab,1976,7
vietnam,1976,7
UN,1976,7
life,1976,7
test,1976,7
time,1976,7
zone,1976,6
pact,1976,6
warns,1976,6
super,1976,6
guilty,1976,6
debate,1976,6
indian,1976,6
seni,1976,6
plot,1976,6
crashes,1976,6
embassy,1976,6
trap,1976,6
little,1976,6
south,1976,6
murder,1976,6
tells,1976,6
forces,1976,6
beirut,1976,6
quote,1976,6
find,1976,6
suspect,1976,6
banned,1976,6
made,1976,6
state,1976,6
ill,1976,6
fuad,1976,6
real,1976,6
seven,1976,6
well,1976,6
mother,1976,6
close,1976,6
arrest,1976,6
power,1976,6
drama,1976,6
low,1976,6
link,1976,6
escape,1976,6
rally,1976,6
nz,1976,6
papers,1976,6
draw,1976,6
todays,1976,5
lebanon,1976,5
father,1976,5
Dow,1977,122
Jones,1977,122
Lee,1977,59
Singapore,1977,76
killed,1977,48
talks,1977,44
sports,1977,44
crash,1977,36
Reds,1977,63
Asean,1977,31
up,1977,30
U.S.,1977,35
nation,1977,35
death,1977,28
die,1977,41
Thai,1977,33
hurt,1977,24
police,1977,23
fire,1977,23
visit,1977,23
oil,1977,22
strike,1977,21
bomb,1977,20
kill,1977,31
five,1977,20
price,1977,25
drug,1977,19
dead,1977,19
asia,1977,18
cup,1977,18
blast,1977,17
plane,1977,16
years,1977,16
bank,1977,16
concorde,1977,16
appeal,1977,15
attack,1977,15
mil,1977,15
Raja,1977,15
bid,1977,15
Govt,1977,15
Japan,1977,14
top,1977,14
trade,1977,14
polls,1977,14
Malaysia,1977,14
Marcos,1977,13
soccer,1977,13
free,1977,13
accord,1977,13
fukuda,1977,12
ties,1977,12
pact,1977,12
minister,1977,17
troops,1977,12
shot,1977,11
hike,1977,11
KL,1977,11
cut,1977,16
blaze,1977,11
hunt,1977,11
star,1977,11
children,1977,10
probe,1977,10
China,1977,10
final,1977,10
Jakarta,1977,10
gold,1977,10
soviet,1977,10
magazine,1977,10
dollar,1977,9
team,1977,9
kidnap,1977,9
envoy,1977,9
quake,1977,9
rebels,1977,9
clash,1977,9
camp,1977,9
missing,1977,9
carter,1977,9
last,1977,9
ambush,1977,9
hijackers,1977,9
secret,1977,9
life,1977,9
warning,1977,9
freed,1977,9
down,1977,9
test,1977,9
charge,1977,8
blackout,1977,8
pledge,1977,8
airport,1977,8
win,1977,15
plot,1977,8
army,1977,8
flights,1977,8
live,1977,8
put,1977,8
tomorrow,1977,8
tarling,1977,8
curfew,1977,8
London,1977,8
sea,1977,8
PM,1977,8
case,1977,8
air,1977,8
demo,1977,8
cabinet,1977,8
peace,1977,8
seized,1977,7
shock,1977,7
hanoi,1977,7
flat,1977,7
arms,1977,7
tariff,1977,7
tokyo,1977,7
car,1977,7
links,1977,7
mas,1977,7
office,1977,7
move,1977,7
freeze,1977,7
mp,1977,12
heroin,1977,7
threat,1977,7
Hussein,1977,7
begin,1977,14
black,1977,7
yes,1977,7
faces,1977,7
bhutto,1977,7
cancer,1977,7
quit,1977,14
Manila,1977,7
alert,1977,7
mother,1977,7
smith,1977,7
match,1977,7
Thailand,1977,7
son,1977,7
nation...,1977,7
raman,1977,7
offer,1977,7
hit,1977,22
summit,1977,7
Chinese,1977,6
protest,1977,6
road,1977,6
rise,1977,6
warns,1977,6
rate,1977,6
slater,1977,6
study,1977,6
trial,1977,6
family,1977,6
Israel,1977,6
Parliament,1977,6
India,1977,6
story,1977,6
border,1977,6
hijack,1977,6
miss,1977,6
pilots,1977,6
hopes,1977,6
city,1977,6
Harun,1977,6
worlds,1977,6
amin,1977,6
King,1977,6
alive,1977,6
moscow,1977,6
rhodesia,1977,6
quote,1977,6
ho,1977,6
Queen,1977,6
jailed,1977,6
cholera,1977,6
ban,1977,6
grab,1977,6
best,1977,6
project,1977,6
games,1977,6
speak,1977,6
aid,1977,6
coffee,1977,6
trip,1977,6
party,1977,6
charged,1977,6
haul,1977,6
lost,1977,6
hostages,1977,6
drama,1977,6
guerillas,1977,6
indira,1977,6
HK,1977,6
ship,1977,6
end,1977,6
diesel,1977,5
gang,1977,5
seng,1977,5
khmer,1977,5
horror,1977,5
round,1977,5
battle,1977,5
kelantan,1977,5
factory,1977,5
indian,1977,5
toll,1977,5
egypt,1977,5
seven,1977,5
plo,1977,5
fraud,1977,5
baby,1977,5
umno,1977,5
violence,1977,5
m-e,1977,5
hon,1977,5
lanka,1977,5
vance,1977,5
chief,1977,5
dont,1977,5
killer,1977,5
own,1977,5
wont,1977,5
Britain,1977,5
crashes,1977,5
caught,1977,5
open,1977,5
girls,1977,5
youth,1977,5
future,1977,5
jail,1977,5
Chinese,1978,101
Lee,1978,56
characters,1978,49
Dow,1978,47
Jones,1978,47
Singapore,1978,64
tears,1978,36
up,1978,36
fun,1978,33
talks,1978,32
killed,1978,30
U.S.,1978,30
Asean,1978,27
simplified,1978,20
life,1978,20
quotations,1978,19
sayings,1978,18
blast,1978,17
visit,1978,17
crash,1978,17
police,1978,16
China,1978,15
death,1978,15
cup,1978,15
warning,1978,14
sports,1978,13
top,1978,12
Raja,1978,12
down,1978,12
women,1978,11
hurt,1978,11
nation,1978,11
viet,1978,11
best,1978,11
PC,1978,11
well,1978,11
refugees,1978,11
bus,1978,11
ship,1978,11
shot,1978,10
troops,1978,10
live,1978,10
high,1978,10
pledge,1978,10
years,1978,10
peace,1978,10
students,1978,10
makes,1978,9
move,1978,9
food,1978,9
party,1978,9
Harun,1978,9
attack,1978,9
team,1978,9
games,1978,9
kill,1978,9
Malaysia,1978,9
education,1978,9
stay,1978,9
blaze,1978,8
lawyer,1978,8
asia,1978,8
ties,1978,8
exclusive,1978,8
trade,1978,8
story,1978,8
border,1978,8
Jakarta,1978,8
gold,1978,8
Govt,1978,8
youth,1978,8
behind,1978,8
missing,1978,8
drug,1978,13
five,1978,8
dead,1978,8
fire,1978,8
CPF,1978,8
case,1978,7
die,1978,16
system,1978,7
cost,1978,7
find,1978,7
great,1978,7
car,1978,7
work,1978,7
end,1978,7
chief,1978,7
Japan,1978,7
Hussein,1978,7
tomorrow,1978,7
project,1978,7
bomb,1978,7
close,1978,7
sadat,1978,7
PM,1978,7
soviet,1978,7
kriangsak,1978,7
fight,1978,7
start,1978,12
rush,1978,7
vietnam,1978,7
star,1978,7
summit,1978,7
dollar,1978,6
warns,1978,6
defence,1978,6
fall,1978,6
love,1978,6
tax,1978,6
keep,1978,6
law,1978,6
jail,1978,6
front,1978,6
bank,1978,6
threat,1978,6
Thai,1978,6
begins,1978,6
tarling,1978,6
quote,1978,6
price,1978,12
KL,1978,6
battle,1978,6
hit,1978,14
beat,1978,6
cholera,1978,6
joint,1978,6
ban,1978,6
ruling,1978,6
court,1978,6
many,1978,6
secret,1978,6
polls,1978,6
oil,1978,6
hunt,1978,6
power,1978,6
people,1978,6
long,1978,6
war,1978,6
happy,1978,6
head,1978,6
offer,1978,6
results,1978,5
chaos,1978,5
Marcos,1978,5
young,1978,5
school,1978,16
shock,1978,5
leaders,1978,5
kidnap,1978,5
appeal,1978,5
making,1978,5
change,1978,5
ahead,1978,5
jackie,1978,5
win,1978,11
strike,1978,5
Israel,1978,5
train,1978,5
hold,1978,5
bilingual,1978,5
plane,1978,5
short,1978,5
third,1978,5
words,1978,5
good,1978,5
dap,1978,5
bond,1978,5
leave,1978,9
Reds,1978,18
sbs,1978,5
plea,1978,5
returns,1978,5
final,1978,5
future,1978,5
flights,1978,5
shop,1978,5
penang,1978,5
shares,1978,5
hope,1978,5
state,1978,5
grab,1978,5
sex,1978,5
teng,1978,5
UN,1978,5
carter,1978,5
come,1978,5
ill,1978,5
workers,1978,5
meeting,1978,5
minister,1978,5
pact,1978,5
air,1978,5
umno,1978,5
raid,1978,5
fares,1978,5
match,1978,5
bid,1978,5
night,1978,5
election,1978,5
boat,1978,5
Thailand,1978,5
column,1978,5
months,1978,5
choo,1978,5
house,1978,5
made,1978,5
inside,1978,5
role,1978,5
time,1978,5
protest,1978,4
temple,1978,4
rate,1978,4
index,1978,4
seeks,1978,4
iran,1978,4
victory,1978,4
free,1978,4
paris,1978,4
quits,1978,4
gunmen,1978,4
hospital,1978,4
israelis,1978,4
tokyo,1978,4
nine,1978,4
sharp,1978,4
tan,1978,4
winners,1978,4
rise,1978,4
lanka,1978,4
ST,1978,4
order,1978,4
No.,1978,4
London,1978,4
Chinese,1979,331
fun,1979,139
tears,1979,136
quotations,1979,60
simplified,1979,56
Lee,1979,55
up,1979,46
Mandarin,1979,42
Asean,1979,39
nation,1979,42
sayings,1979,33
dont,1979,30
Raja,1979,30
Singapore,1979,54
U.S.,1979,34
talks,1979,26
top,1979,26
sports,1979,23
green,1979,23
China,1979,22
Govt,1979,22
bamboo,1979,20
radio,1979,19
learn,1979,19
reading,1979,18
fire,1979,18
HDB,1979,17
good,1979,17
Goh,1979,17
death,1979,17
life,1979,17
old,1979,17
visit,1979,17
pay,1979,16
oil,1979,16
vietnam,1979,16
bilingual,1979,15
effective,1979,15
years,1979,15
language,1979,15
quote,1979,15
courtesy,1979,15
shy,1979,14
Japan,1979,14
historical,1979,14
profiles,1979,14
people,1979,14
fables,1979,13
work,1979,13
dead,1979,13
warning,1979,13
school,1979,24
hanoi,1979,12
move,1979,12
police,1979,12
best,1979,12
Pinyin,1979,12
air,1979,12
book,1979,25
power,1979,12
battle,1979,11
children,1979,11
teachers,1979,11
iran,1979,11
devan,1979,11
hanyu,1979,11
shot,1979,11
learning,1979,11
PC,1979,11
diesel,1979,10
shock,1979,10
proverbial,1979,10
attack,1979,10
crash,1979,10
killed,1979,10
story,1979,10
drive,1979,10
hit,1979,19
drug,1979,10
cut,1979,10
cup,1979,10
save,1979,10
anecdotes,1979,10
education,1979,10
cost,1979,9
asia,1979,9
study,1979,9
thats,1979,9
women,1979,9
give,1979,9
food,1979,9
part,1979,9
tarling,1979,9
price,1979,16
gold,1979,9
ban,1979,9
jobs,1979,9
flies,1979,9
speak,1979,9
love,1979,9
bid,1979,9
down,1979,9
start,1979,9
offer,1979,9
students,1979,9
time,1979,9
protest,1979,8
case,1979,8
blast,1979,8
likely,1979,8
firms,1979,8
boost,1979,8
great,1979,8
win,1979,8
history,1979,8
energy,1979,8
keep,1979,8
stars,1979,8
labour,1979,8
petrol,1979,8
trade,1979,8
hike,1979,8
see,1979,8
sea,1979,8
party,1979,8
higher,1979,8
mother,1979,8
cultural,1979,8
industry,1979,8
own,1979,8
national,1979,8
stories,1979,8
test,1979,8
team,1979,7
carter,1979,7
campaign,1979,7
ministers,1979,7
high,1979,7
ties,1979,7
short,1979,7
SIA,1979,7
better,1979,7
free,1979,7
put,1979,7
viets,1979,7
service,1979,7
girls,1979,7
kampuchea,1979,7
public,1979,7
Thai,1979,16
second,1979,7
final,1979,7
close,1979,7
need,1979,7
show,1979,7
probe,1979,7
behind,1979,7
lift,1979,7
pact,1979,7
aid,1979,7
PAP,1979,7
yes,1979,7
rules,1979,7
stand,1979,7
flats,1979,7
family,1979,6
polls,1979,6
warns,1979,6
switch,1979,6
appeal,1979,6
hospital,1979,6
getting,1979,6
award,1979,6
chief,1979,6
embassy,1979,6
ministry,1979,6
refugee,1979,18
third,1979,6
leaders,1979,6
border,1979,6
english,1979,6
chinege,1979,6
stop,1979,6
unions,1979,6
accord,1979,6
skill,1979,6
success,1979,6
pictures,1979,6
joy,1979,6
faces,1979,6
character,1979,180
PM,1979,6
cant,1979,6
ready,1979,6
pupils,1979,6
fares,1979,6
five,1979,6
making,1979,6
election,1979,6
primary,1979,6
charges,1979,6
lead,1979,6
leap,1979,6
lose,1979,6
step,1979,6
civil,1979,6
support,1979,6
long,1979,6
low,1979,6
war,1979,6
inside,1979,6
problem,1979,6
CPF,1979,6
ship,1979,6
peace,1979,6
land,1979,6
bomb,1979,5
pope,1979,5
officials,1979,5
fees,1979,5
trouble,1979,5
pledge,1979,5
prize,1979,5
did,1979,5
die,1979,13
round,1979,5
troops,1979,5
Chinese,1980,223
characters,1980,128
fun,1980,87
tears,1980,86
road,1980,70
Mandarin,1980,65
up,1980,65
radio,1980,53
quote,1980,50
toll,1980,49
green,1980,46
simplified,1980,45
talks,1980,42
bamboo,1980,42
death,1980,60
Raja,1980,35
Pinyin,1980,35
sayings,1980,35
Singapore,1980,67
quotations,1980,33
dont,1980,31
Asean,1980,30
Lee,1980,28
China,1980,25
PM,1980,25
shy,1980,24
killed,1980,23
gold,1980,23
U.S.,1980,23
years,1980,22
fire,1980,22
old,1980,21
oil,1980,21
Govt,1980,20
reading,1980,19
effective,1980,18
food,1980,18
hanyu,1980,18
index,1980,18
bilingual,1980,18
air,1980,17
visit,1980,17
mrt,1980,17
SIA,1980,17
life,1980,15
time,1980,15
fables,1980,15
names,1980,15
police,1980,15
prem,1980,14
ST,1980,14
good,1980,14
top,1980,13
CPF,1980,13
move,1980,13
attack,1980,13
hits,1980,13
work,1980,12
end,1980,12
Thai,1980,12
lets,1980,12
learn,1980,12
pilots,1980,12
high,1980,12
crash,1980,12
soviet,1980,12
school,1980,19
second,1980,11
likely,1980,11
historical,1980,11
blast,1980,11
profiles,1980,11
pay,1980,11
threat,1980,11
viet,1980,19
skills,1980,10
study,1980,10
envoy,1980,10
hanoi,1980,10
hurt,1980,10
aid,1980,10
bid,1980,10
down,1980,10
test,1980,10
charge,1980,18
love,1980,10
car,1980,10
nation,1980,10
chinege,1980,10
HDB,1980,10
children,1980,10
iran,1980,10
die,1980,20
story,1980,10
doctors,1980,10
last,1980,10
PC,1980,10
warning,1980,10
dhana,1980,10
made,1980,10
stay,1980,10
budget,1980,9
bank,1980,9
free,1980,9
probe,1980,9
best,1980,9
night,1980,9
dead,1980,9
trip,1980,9
battle,1980,9
moscow,1980,9
case,1980,9
PAP,1980,9
power,1980,9
students,1980,9
history,1980,9
secret,1980,9
workers,1980,9
gang,1980,9
ties,1980,9
well,1980,9
five,1980,9
like,1980,9
Japan,1980,8
writing,1980,8
better,1980,8
child,1980,8
people,1980,8
months,1980,8
support,1980,8
war,1980,8
team,1980,8
sports,1980,8
heart,1980,8
language,1980,8
kampuchea,1980,8
future,1980,8
shot,1980,8
nantah,1980,8
driver,1980,8
stand,1980,8
th,1980,8
family,1980,8
share,1980,20
court,1980,8
rises,1980,8
pact,1980,8
phey,1980,8
plunge,1980,8
peace,1980,8
land,1980,8
win,1980,14
system,1980,8
need,1980,8
border,1980,8
face,1980,15
bring,1980,8
words,1980,8
