"index","year","word","page","frequency","articleCount","stfreq","pagegroup"
"1896:8",1896,"itr",8,145,1454,9.97248968363136,3
"1896:8",1896,"Pagar",8,143,1454,9.83493810178817,3
"1896:10",1896,"Brit",10,422,1454,29.0233837689133,4
"1896:10",1896,"Wharf",10,229,1454,15.7496561210454,4
"1896:10",1896,"tons",10,184,1454,12.6547455295736,4
"1896:10",1896,"Captain",10,181,1454,12.4484181568088,4
"1896:10",1896,"Dutch",10,168,1454,11.5543328748281,4
"1896:10",1896,"Hongkong",10,155,1454,10.6602475928473,4
"1896:10",1896,"French",10,150,1454,10.3163686382393,4
"1896:10",1896,"Name",10,148,1454,10.1788170563961,4
"1896:10",1896,"itr",10,145,1454,9.97248968363136,4
"1896:10",1896,"Pagar",10,143,1454,9.83493810178817,4
"1896:14",1896,"Brit",14,422,1454,29.0233837689133,5
"1896:14",1896,"Wharf",14,229,1454,15.7496561210454,5
"1896:14",1896,"tons",14,184,1454,12.6547455295736,5
"1896:14",1896,"Captain",14,181,1454,12.4484181568088,5
"1896:14",1896,"Dutch",14,168,1454,11.5543328748281,5
"1896:14",1896,"Hongkong",14,155,1454,10.6602475928473,5
"1896:14",1896,"French",14,150,1454,10.3163686382393,5
"1896:14",1896,"Name",14,148,1454,10.1788170563961,5
"1896:14",1896,"itr",14,145,1454,9.97248968363136,5
"1896:14",1896,"Pagar",14,143,1454,9.83493810178817,5
"1896:27",1896,"Brit",27,422,1454,29.0233837689133,6
"1896:27",1896,"Wharf",27,229,1454,15.7496561210454,6
"1896:27",1896,"tons",27,184,1454,12.6547455295736,6
"1896:27",1896,"Captain",27,181,1454,12.4484181568088,6
"1896:27",1896,"Dutch",27,168,1454,11.5543328748281,6
"1896:27",1896,"Hongkong",27,155,1454,10.6602475928473,6
"1896:27",1896,"French",27,150,1454,10.3163686382393,6
"1896:27",1896,"Name",27,148,1454,10.1788170563961,6
"1896:27",1896,"itr",27,145,1454,9.97248968363136,6
"1896:27",1896,"Pagar",27,143,1454,9.83493810178817,6
"1896:29",1896,"Brit",29,422,1454,29.0233837689133,7
"1896:29",1896,"Wharf",29,229,1454,15.7496561210454,7
"1896:29",1896,"tons",29,184,1454,12.6547455295736,7
"1896:29",1896,"Captain",29,181,1454,12.4484181568088,7
"1896:29",1896,"Dutch",29,168,1454,11.5543328748281,7
"1896:29",1896,"Hongkong",29,155,1454,10.6602475928473,7
"1896:29",1896,"French",29,150,1454,10.3163686382393,7
"1896:29",1896,"Name",29,148,1454,10.1788170563961,7
"1896:29",1896,"itr",29,145,1454,9.97248968363136,7
"1896:29",1896,"Pagar",29,143,1454,9.83493810178817,7
"1897:2",1897,"via",2,573,5989,9.56754049089998,1
"1897:2",1897,"Singapore",2,379,5989,6.32826849223577,1
"1897:2",1897,"ports",2,354,5989,5.91083653364502,1
"1897:2",1897,"morning",2,348,5989,5.81065286358324,1
"1897:2",1897,"picked",2,299,5989,4.99248622474537,1
"1897:2",1897,"tin",2,297,5989,4.95909166805811,1
"1897:2",1897,"Bali",2,285,5989,4.75872432793455,1
"1897:2",1897,"Coffee",2,275,5989,4.59175154449825,1
"1897:2",1897,"ami",2,253,5989,4.22441142093839,1
"1897:2",1897,"instant",2,247,5989,4.12422775087661,1
"1897:3",1897,"tin",3,192,2939,6.53283429738006,2
"1897:3",1897,"thai",3,152,2939,5.17182715209255,2
"1897:3",1897,"Hongkong",3,140,2939,4.76352500850629,2
"1897:3",1897,"ami",3,132,2939,4.49132357944879,2
"1897:3",1897,"Tin",3,125,2939,4.25314732902348,2
"1897:3",1897,"Singapore",3,123,2939,4.1850969717591,2
"1897:3",1897,"Urn",3,113,2939,3.84484518543722,2
"1897:3",1897,"ill",3,110,2939,3.74276964954066,2
"1897:3",1897,"report",3,109,2939,3.70874447090847,2
"1897:3",1897,"instant",3,106,2939,3.60666893501191,2
"1897:4",1897,"Brit",4,471,1611,29.2364990689013,3
"1897:4",1897,"Hongkong",4,350,1611,21.7256362507759,3
"1897:4",1897,"Wharf",4,310,1611,19.2427063935444,3
"1897:4",1897,"tons",4,268,1611,16.6356300434513,3
"1897:4",1897,"Pagar",4,257,1611,15.9528243327126,3
"1897:4",1897,"port",4,230,1611,14.2768466790813,3
"1897:4",1897,"Borneo",4,192,1611,11.9180633147114,3
"1897:4",1897,"Capt",4,186,1611,11.5456238361266,3
"1897:4",1897,"French",4,181,1611,11.2352576039727,3
"1897:4",1897,"name",4,160,1611,9.93171942892613,3
"1898:2",1898,"morning",2,374,5486,6.81735326285089,1
"1898:2",1898,"tin",2,270,5486,4.9216186656945,1
"1898:2",1898,"instant",2,247,5486,4.50236966824645,1
"1898:2",1898,"afternoon",2,220,5486,4.010207801677,1
"1898:2",1898,"Urn",2,218,5486,3.9737513671163,1
"1898:2",1898,"tha",2,213,5486,3.88261028071455,1
"1898:2",1898,"China",2,205,5486,3.73678454247175,1
"1898:2",1898,"ami",2,201,5486,3.66387167335035,1
"1898:2",1898,"thai",2,200,5486,3.64564345607,1
"1898:2",1898,"Singapore",2,198,5486,3.6091870215093,1
"1898:3",1898,"thai",3,250,3525,7.09219858156028,2
"1898:3",1898,"tin",3,207,3525,5.87234042553191,2
"1898:3",1898,"ami",3,202,3525,5.73049645390071,2
"1898:3",1898,"tha",3,194,3525,5.50354609929078,2
"1898:3",1898,"Urn",3,160,3525,4.53900709219858,2
"1898:3",1898,"instant",3,145,3525,4.11347517730496,2
"1898:3",1898,"Tin",3,140,3525,3.97163120567376,2
"1898:3",1898,"ill",3,132,3525,3.74468085106383,2
"1898:3",1898,"morning",3,129,3525,3.65957446808511,2
"1898:3",1898,"afternoon",3,125,3525,3.54609929078014,2
"1898:4",1898,"via",4,639,2665,23.9774859287054,3
"1898:4",1898,"Brit",4,538,2665,20.187617260788,3
"1898:4",1898,"picked",4,463,2665,17.3733583489681,3
"1898:4",1898,"Bali",4,354,2665,13.2833020637899,3
"1898:4",1898,"Apl",4,321,2665,12.0450281425891,3
"1898:4",1898,"ports",4,302,2665,11.3320825515947,3
"1898:4",1898,"port",4,274,2665,10.281425891182,3
"1898:4",1898,"Wharf",4,269,2665,10.093808630394,3
"1898:4",1898,"Sago",4,258,2665,9.68105065666041,3
"1898:4",1898,"sir",4,251,2665,9.41838649155722,3
"1899:2",1899,"tin",2,279,5517,5.05709624796085,1
"1899:2",1899,"thai",2,267,5517,4.83958673191952,1
"1899:2",1899,"morning",2,242,5517,4.38644190683342,1
"1899:2",1899,"Urn",2,234,5517,4.24143556280587,1
"1899:2",1899,"tha",2,221,5517,4.0058002537611,1
"1899:2",1899,"lor",2,176,5517,3.19013956860613,1
"1899:2",1899,"Ihe",2,169,5517,3.06325901758202,1
"1899:2",1899,"ami",2,161,5517,2.91825267355447,1
"1899:2",1899,"Court",2,156,5517,2.82762370853725,1
"1899:2",1899,"ill",2,148,5517,2.6826173645097,1
"1899:3",1899,"thai",3,216,3321,6.50406504065041,2
"1899:3",1899,"tin",3,203,3321,6.11261668172237,2
"1899:3",1899,"Urn",3,163,3321,4.90816019271304,2
"1899:3",1899,"Ihe",3,156,3321,4.69738030713641,2
"1899:3",1899,"ami",3,146,3321,4.39626618488407,2
"1899:3",1899,"ill",3,125,3321,3.76392652815417,2
"1899:3",1899,"tha",3,118,3321,3.55314664257754,2
"1899:3",1899,"lie",3,107,3321,3.22192110809997,2
"1899:3",1899,"Singapore",3,97,3321,2.92080698584764,2
"1899:3",1899,"Club",3,92,3321,2.77024992472147,2
"1899:4",1899,"via",4,584,2596,22.4961479198767,3
"1899:4",1899,"Brit",4,513,2596,19.7611710323575,3
"1899:4",1899,"Bali",4,275,2596,10.5932203389831,3
"1899:4",1899,"port",4,232,2596,8.93682588597843,3
"1899:4",1899,"ports",4,216,2596,8.32049306625578,3
"1899:4",1899,"picked",4,190,2596,7.31895223420647,3
"1899:4",1899,"Black",4,189,2596,7.28043143297381,3
"1899:4",1899,"Brunei",4,179,2596,6.89522342064715,3
"1899:4",1899,"sir",4,161,2596,6.20184899845917,3
"1899:4",1899,"Sarawak",4,148,2596,5.70107858243451,3
"1899:4",1899,"Sago",4,148,2596,5.70107858243451,3
"1900:2",1900,"General",2,440,4979,8.83711588672424,1
"1900:2",1900,"British",2,425,4979,8.5358505724041,1
"1900:2",1900,"Chinese",2,353,4979,7.0897770636674,1
"1900:2",1900,"Boers",2,334,4979,6.70817433219522,1
"1900:2",1900,"Singapore",2,327,4979,6.56758385217915,1
"1900:2",1900,"China",2,313,4979,6.28640289214702,1
"1900:2",1900,"London",2,303,4979,6.08555934926692,1
"1900:2",1900,"Lord",2,289,4979,5.80437838923479,1
"1900:2",1900,"troops",2,278,4979,5.58345049206668,1
"1900:2",1900,"Government",2,273,4979,5.48302872062663,1
"1900:3",1900,"Singapore",3,240,3304,7.26392251815981,2
"1900:3",1900,"London",3,167,3304,5.0544794188862,2
"1900:3",1900,"Club",3,165,3304,4.99394673123487,2
"1900:3",1900,"High",3,161,3304,4.8728813559322,2
"1900:3",1900,"morning",3,153,3304,4.63075060532688,2
"1900:3",1900,"British",3,151,3304,4.57021791767554,2
"1900:3",1900,"Hon",3,150,3304,4.53995157384988,2
"1900:3",1900,"Water",3,147,3304,4.44915254237288,2
"1900:3",1900,"China",3,145,3304,4.38861985472155,2
"1900:3",1900,"meeting",3,145,3304,4.38861985472155,2
"1900:3",1900,"Chinese",3,124,3304,3.75302663438257,2
"1900:4",1900,"via",4,793,2114,37.5118259224219,3
"1900:4",1900,"Brit",4,563,2114,26.6319772942289,3
"1900:4",1900,"ports",4,532,2114,25.1655629139073,3
"1900:4",1900,"Bali",4,301,2114,14.2384105960265,3
"1900:4",1900,"Singapore",4,277,2114,13.1031220435194,3
"1900:4",1900,"Meyer",4,270,2114,12.7719962157048,3
"1900:4",1900,"Hkong",4,257,2114,12.1570482497635,3
"1900:4",1900,"tons",4,239,2114,11.3055818353832,3
"1900:4",1900,"German",4,236,2114,11.1636707663198,3
"1900:4",1900,"Apl",4,229,2114,10.8325449385052,3
"1901:2",1901,"Singapore",2,216,3304,6.53753026634383,1
"1901:2",1901,"British",2,165,3304,4.99394673123487,1
"1901:2",1901,"morning",2,141,3304,4.26755447941889,1
"1901:2",1901,"Government",2,140,3304,4.23728813559322,1
"1901:2",1901,"Club",2,138,3304,4.17675544794189,1
"1901:2",1901,"Hongkong",2,137,3304,4.14648910411622,1
"1901:2",1901,"London",2,135,3304,4.08595641646489,1
"1901:2",1901,"China",2,130,3304,3.93462469733656,1
"1901:2",1901,"Chinese",2,118,3304,3.57142857142857,1
"1901:2",1901,"free",2,117,3304,3.54116222760291,1
"1901:3",1901,"Coffee",3,308,3428,8.98483080513419,2
"1901:3",1901,"London",3,235,3428,6.85530921820303,2
"1901:3",1901,"Bali",3,231,3428,6.73862310385064,2
"1901:3",1901,"Singapore",3,220,3428,6.41773628938156,2
"1901:3",1901,"Sarawak",3,177,3428,5.16336056009335,2
"1901:3",1901,"White",3,175,3428,5.10501750291715,2
"1901:3",1901,"Pepper",3,168,3428,4.90081680280047,2
"1901:3",1901,"Sago",3,168,3428,4.90081680280047,2
"1901:3",1901,"Brunei",3,164,3428,4.78413068844807,2
"1901:3",1901,"Sir",3,152,3428,4.4340723453909,2
"1901:3",1901,"Pearl",3,149,3428,4.3465577596266,2
"1901:4",1901,"via",4,414,1461,28.3367556468172,3
"1901:4",1901,"Brit",4,376,1461,25.7357973990418,3
"1901:4",1901,"ports",4,274,1461,18.7542778918549,3
"1901:4",1901,"left",4,235,1461,16.0848733744011,3
"1901:4",1901,"Singapore",4,200,1461,13.6892539356605,3
"1901:4",1901,"Tor",4,153,1461,10.4722792607803,3
"1901:4",1901,"sir",4,142,1461,9.71937029431896,3
"1901:4",1901,"barque",4,138,1461,9.44558521560575,3
"1901:4",1901,"deck",4,138,1461,9.44558521560575,3
"1901:4",1901,"British",4,133,1461,9.10335386721424,3
"1901:4",1901,"Bangkok",4,127,1461,8.69267624914442,3
"1902:2",1902,"London",2,94,830,11.3253012048193,1
"1902:2",1902,"Singapore",2,80,830,9.63855421686747,1
"1902:2",1902,"report",2,54,830,6.50602409638554,1
"1902:2",1902,"British",2,42,830,5.06024096385542,1
"1902:2",1902,"steamer",2,40,830,4.81927710843374,1
"1902:2",1902,"Sir",2,39,830,4.69879518072289,1
"1902:2",1902,"present",2,37,830,4.45783132530121,1
"1902:2",1902,"time",2,36,830,4.33734939759036,1
"1902:2",1902,"Kuala",2,36,830,4.33734939759036,1
"1902:2",1902,"recently",2,36,830,4.33734939759036,1
"1902:2",1902,"Coronation",2,34,830,4.09638554216868,1
"1902:2",1902,"Lord",2,34,830,4.09638554216868,1
"1902:2",1902,"American",2,34,830,4.09638554216868,1
"1902:2",1902,"Government",2,33,830,3.97590361445783,1
"1902:3",1902,"London",3,183,1066,17.1669793621013,2
"1902:3",1902,"Singapore",3,154,1066,14.4465290806754,2
"1902:3",1902,"connecting",3,102,1066,9.56848030018762,2
"1902:3",1902,"Colombo",3,92,1066,8.63039399624765,2
"1902:3",1902,"steamer",3,90,1066,8.44277673545966,2
"1902:3",1902,"British",3,54,1066,5.0656660412758,2
"1902:3",1902,"Chinese",3,51,1066,4.78424015009381,2
"1902:3",1902,"time",3,48,1066,4.50281425891182,2
"1902:3",1902,"report",3,48,1066,4.50281425891182,2
"1902:3",1902,"recently",3,48,1066,4.50281425891182,2
"1902:3",1902,"upon",3,41,1066,3.84615384615385,2
"1902:3",1902,"India",3,41,1066,3.84615384615385,2
"1902:3",1902,"Lord",3,41,1066,3.84615384615385,2
"1902:3",1902,"via",3,40,1066,3.75234521575985,2
"1902:4",1902,"London",4,338,2697,12.5324434556915,3
"1902:4",1902,"Singapore",4,226,2697,8.37968112717835,3
"1902:4",1902,"British",4,197,2697,7.30441230997405,3
"1902:4",1902,"Lord",4,194,2697,7.19317760474601,3
"1902:4",1902,"Government",4,176,2697,6.52576937337783,3
"1902:4",1902,"King",4,157,2697,5.82128290693363,3
"1902:4",1902,"Sir",4,151,2697,5.59881349647757,3
"1902:4",1902,"morning",4,115,2697,4.26399703374119,3
"1902:4",1902,"men",4,104,2697,3.85613644790508,3
"1902:4",1902,"Coronation",4,103,2697,3.81905821282907,3
"1902:5",1902,"Coffee",5,627,2532,24.7630331753554,4
"1902:5",1902,"Singapore",5,474,2532,18.7203791469194,4
"1902:5",1902,"Bali",5,373,2532,14.7314375987362,4
"1902:5",1902,"Sago",5,328,2532,12.9541864139021,4
"1902:5",1902,"basis",5,272,2532,10.7424960505529,4
"1902:5",1902,"Sarawak",5,231,2532,9.12322274881517,4
"1902:5",1902,"White",5,226,2532,8.92575039494471,4
"1902:5",1902,"Pepper",5,220,2532,8.68878357030016,4
"1902:5",1902,"Brunei",5,216,2532,8.53080568720379,4
"1902:5",1902,"Pearl",5,210,2532,8.29383886255924,4
"1902:8",1902,"Brit",8,606,1861,32.5631380977969,5
"1902:8",1902,"via",8,539,1861,28.9629231595916,5
"1902:8",1902,"ports",8,490,1861,26.3299301450833,5
"1902:8",1902,"Hongkong",8,444,1861,23.8581407845244,5
"1902:8",1902,"left",8,396,1861,21.2788823213326,5
"1902:8",1902,"Name",8,368,1861,19.7743148844707,5
"1902:8",1902,"Dut",8,358,1861,19.2369693713057,5
"1902:8",1902,"Meyer",8,331,1861,17.7861364857603,5
"1902:8",1902,"Mansfield",8,318,1861,17.0875873186459,5
"1902:8",1902,"Singapore",8,318,1861,17.0875873186459,5
"1902:8",1902,"Bangkok",8,306,1861,16.4427727028479,5
"1903:1",1903,"Coffee",1,46,119,38.655462184874,1
"1903:1",1903,"Sago",1,28,119,23.5294117647059,1
"1903:1",1903,"Sarawak",1,18,119,15.1260504201681,1
"1903:1",1903,"Pearl",1,17,119,14.2857142857143,1
"1903:1",1903,"Pepper",1,16,119,13.4453781512605,1
"1903:1",1903,"Copra",1,16,119,13.4453781512605,1
"1903:1",1903,"Black",1,15,119,12.6050420168067,1
"1903:1",1903,"Singapore",1,15,119,12.6050420168067,1
"1903:1",1903,"White",1,14,119,11.7647058823529,1
"1903:1",1903,"Brunei",1,14,119,11.7647058823529,1
"1903:1",1903,"Bali",1,14,119,11.7647058823529,1
"1903:1",1903,"Ball",1,11,119,9.2436974789916,1
"1903:1",1903,"Company",1,10,119,8.40336134453782,1
"1903:1",1903,"Liberian",1,10,119,8.40336134453782,1
"1903:1",1903,"Gambler",1,9,119,7.56302521008403,1
"1903:2",1903,"London",2,94,768,12.2395833333333,2
"1903:2",1903,"report",2,47,768,6.11979166666667,2
"1903:2",1903,"Singapore",2,44,768,5.72916666666667,2
"1903:2",1903,"British",2,43,768,5.59895833333333,2
"1903:2",1903,"article",2,42,768,5.46875,2
"1903:2",1903,"Government",2,42,768,5.46875,2
"1903:2",1903,"India",2,34,768,4.42708333333333,2
"1903:2",1903,"time",2,32,768,4.16666666666667,2
"1903:2",1903,"China",2,32,768,4.16666666666667,2
"1903:2",1903,"interesting",2,31,768,4.03645833333333,2
"1903:2",1903,"Lord",2,29,768,3.77604166666667,2
"1903:2",1903,"many",2,29,768,3.77604166666667,2
"1903:2",1903,"recently",2,29,768,3.77604166666667,2
"1903:2",1903,"Sir",2,28,768,3.64583333333333,2
"1903:2",1903,"great",2,28,768,3.64583333333333,2
"1903:3",1903,"London",3,273,889,30.7086614173228,3
"1903:3",1903,"Singapore",3,133,889,14.9606299212598,3
"1903:3",1903,"Colombo",3,105,889,11.8110236220472,3
"1903:3",1903,"connecting",3,100,889,11.2485939257593,3
"1903:3",1903,"steamer",3,86,889,9.67379077615298,3
"1903:3",1903,"ami",3,55,889,6.1867266591676,3
"1903:3",1903,"Government",3,41,889,4.6119235095613,3
"1903:3",1903,"India",3,41,889,4.6119235095613,3
"1903:3",1903,"recently",3,39,889,4.38695163104612,3
"1903:3",1903,"Miss",3,38,889,4.27446569178853,3
"1903:3",1903,"time",3,35,889,3.93700787401575,3
"1903:3",1903,"British",3,35,889,3.93700787401575,3
"1903:4",1903,"London",4,265,2587,10.2435253189022,4
"1903:4",1903,"Government",4,191,2587,7.38306919211442,4
"1903:4",1903,"Singapore",4,156,2587,6.03015075376884,4
"1903:4",1903,"British",4,154,2587,5.95284112872053,4
"1903:4",1903,"King",4,129,2587,4.98647081561654,4
"1903:4",1903,"Russian",4,121,2587,4.67723231542327,4
"1903:4",1903,"Sir",4,116,2587,4.48395825280247,4
"1903:4",1903,"morning",4,105,2587,4.05875531503672,4
"1903:4",1903,"American",4,101,2587,3.90413606494009,4
"1903:4",1903,"Chamberlain",4,98,2587,3.78817162736761,4
"1903:5",1903,"Singapore",5,421,2878,14.6282140375261,5
"1903:5",1903,"Coffee",5,401,2878,13.9332870048645,5
"1903:5",1903,"morning",5,275,2878,9.55524669909659,5
"1903:5",1903,"Sago",5,224,2878,7.78318276580959,5
"1903:5",1903,"afternoon",5,217,2878,7.53995830437804,5
"1903:5",1903,"Sir",5,192,2878,6.67129951355108,5
"1903:5",1903,"Club",5,187,2878,6.49756775538568,5
"1903:5",1903,"Editor",5,172,2878,5.97637248088951,5
"1903:5",1903,"meeting",5,172,2878,5.97637248088951,5
"1903:5",1903,"Hon",5,167,2878,5.80264072272411,5
"1903:5",1903,"Chinese",5,161,2878,5.59416261292564,5
"1903:6",1903,"London",6,69,528,13.0681818181818,6
"1903:6",1903,"Singapore",6,40,528,7.57575757575758,6
"1903:6",1903,"report",6,34,528,6.43939393939394,6
"1903:6",1903,"recently",6,31,528,5.87121212121212,6
"1903:6",1903,"Government",6,30,528,5.68181818181818,6
"1903:6",1903,"British",6,27,528,5.11363636363636,6
"1903:6",1903,"steamer",6,26,528,4.92424242424242,6
"1903:6",1903,"time",6,25,528,4.73484848484848,6
"1903:6",1903,"American",6,25,528,4.73484848484848,6
"1903:6",1903,"Colombo",6,24,528,4.54545454545455,6
"1903:6",1903,"Sir",6,21,528,3.97727272727273,6
"1903:6",1903,"interesting",6,21,528,3.97727272727273,6
"1903:8",1903,"Brit",8,672,1812,37.0860927152318,7
"1903:8",1903,"via",8,491,1812,27.0971302428256,7
"1903:8",1903,"ports",8,393,1812,21.6887417218543,7
"1903:8",1903,"Hongkong",8,321,1812,17.7152317880795,7
"1903:8",1903,"Dut",8,303,1812,16.7218543046358,7
"1903:8",1903,"Bangkok",8,299,1812,16.5011037527594,7
"1903:8",1903,"Name",8,281,1812,15.5077262693157,7
"1903:8",1903,"Tor",8,271,1812,14.9558498896247,7
"1903:8",1903,"steamer",8,246,1812,13.5761589403974,7
"1903:8",1903,"used",8,239,1812,13.1898454746137,7
"1904:1",1904,"Singapore",1,43,380,11.3157894736842,1
"1904:1",1904,"morning",1,23,380,6.05263157894737,1
"1904:1",1904,"Japanese",1,21,380,5.52631578947368,1
"1904:1",1904,"ami",1,20,380,5.26315789473684,1
"1904:1",1904,"lie",1,18,380,4.73684210526316,1
"1904:1",1904,"afternoon",1,18,380,4.73684210526316,1
"1904:1",1904,"London",1,15,380,3.94736842105263,1
"1904:1",1904,"arrived",1,15,380,3.94736842105263,1
"1904:1",1904,"Chinese",1,14,380,3.68421052631579,1
"1904:1",1904,"tin",1,14,380,3.68421052631579,1
"1904:1",1904,"Club",1,13,380,3.42105263157895,1
"1904:1",1904,"Court",1,13,380,3.42105263157895,1
"1904:1",1904,"Sermon",1,12,380,3.15789473684211,1
"1904:1",1904,"time",1,11,380,2.89473684210526,1
"1904:1",1904,"Miss",1,11,380,2.89473684210526,1
"1904:1",1904,"Company",1,11,380,2.89473684210526,1
"1904:1",1904,"left",1,11,380,2.89473684210526,1
"1904:1",1904,"report",1,11,380,2.89473684210526,1
"1904:5",1904,"Singapore",5,388,3828,10.1358411703239,2
"1904:5",1904,"morning",5,215,3828,5.61650992685475,2
"1904:5",1904,"afternoon",5,208,3828,5.43364681295716,2
"1904:5",1904,"Chinese",5,187,3828,4.88505747126437,2
"1904:5",1904,"Court",5,187,3828,4.88505747126437,2
"1904:5",1904,"Japanese",5,172,3828,4.4932079414838,2
"1904:5",1904,"tin",5,164,3828,4.28422152560084,2
"1904:5",1904,"arrived",5,140,3828,3.65726227795193,2
"1904:5",1904,"Club",5,137,3828,3.57889237199582,2
"1904:5",1904,"case",5,136,3828,3.55276907001045,2
"1904:5",1904,"Sir",5,130,3828,3.39602925809822,2
"1904:10",1904,"London",10,43,577,7.45233968804159,3
"1904:10",1904,"tin",10,34,577,5.89254766031196,3
"1904:10",1904,"Colombo",10,31,577,5.37261698440208,3
"1904:10",1904,"Simons",10,31,577,5.37261698440208,3
"1904:10",1904,"Singapore",10,31,577,5.37261698440208,3
"1904:10",1904,"Ltd",10,28,577,4.8526863084922,3
"1904:10",1904,"British",10,27,577,4.67937608318891,3
"1904:10",1904,"French",10,25,577,4.33275563258232,3
"1904:10",1904,"thai",10,23,577,3.98613518197574,3
"1904:10",1904,"China",10,23,577,3.98613518197574,3
"1904:10",1904,"steamer",10,22,577,3.81282495667244,3
"1904:10",1904,"Meyer",10,22,577,3.81282495667244,3
"1904:10",1904,"Dutch",10,22,577,3.81282495667244,3
"1904:10",1904,"name",10,22,577,3.81282495667244,3
"1904:10",1904,"Coy",10,21,577,3.63951473136915,3
"1904:10",1904,"United",10,19,577,3.29289428076256,3
"1904:15",1904,"tin",15,35,218,16.0550458715596,4
"1904:15",1904,"thai",15,15,218,6.88073394495413,4
"1904:15",1904,"Japanese",15,12,218,5.5045871559633,4
"1904:15",1904,"ill",15,12,218,5.5045871559633,4
"1904:15",1904,"Singapore",15,10,218,4.58715596330275,4
"1904:15",1904,"London",15,9,218,4.12844036697248,4
"1904:15",1904,"Arthur",15,9,218,4.12844036697248,4
"1904:15",1904,"iii",15,9,218,4.12844036697248,4
"1904:15",1904,"men",15,8,218,3.6697247706422,4
"1904:15",1904,"time",15,7,218,3.21100917431193,4
"1904:15",1904,"Port",15,7,218,3.21100917431193,4
"1904:15",1904,"Hongkong",15,7,218,3.21100917431193,4
"1904:15",1904,"Japan",15,7,218,3.21100917431193,4
"1904:15",1904,"appeared",15,6,218,2.75229357798165,4
"1904:15",1904,"Russian",15,6,218,2.75229357798165,4
"1904:15",1904,"ing",15,6,218,2.75229357798165,4
"1904:15",1904,"ami",15,6,218,2.75229357798165,4
"1904:15",1904,"Borneo",15,6,218,2.75229357798165,4
"1904:15",1904,"British",15,6,218,2.75229357798165,4
"1904:15",1904,"Colombo",15,6,218,2.75229357798165,4
"1904:15",1904,"work",15,5,218,2.29357798165138,4
"1904:15",1904,"Lord",15,5,218,2.29357798165138,4
"1904:15",1904,"nut",15,5,218,2.29357798165138,4
"1904:15",1904,"received",15,5,218,2.29357798165138,4
"1904:15",1904,"ili",15,5,218,2.29357798165138,4
"1904:15",1904,"tha",15,5,218,2.29357798165138,4
"1904:15",1904,"til",15,5,218,2.29357798165138,4
"1904:15",1904,"many",15,5,218,2.29357798165138,4
"1904:15",1904,"Ihe",15,5,218,2.29357798165138,4
"1904:15",1904,"Sir",15,5,218,2.29357798165138,4
"1904:15",1904,"case",15,5,218,2.29357798165138,4
"1904:15",1904,"steamer",15,5,218,2.29357798165138,4
"1904:15",1904,"lie",15,5,218,2.29357798165138,4
"1904:15",1904,"tad",15,5,218,2.29357798165138,4
"1904:15",1904,"official",15,5,218,2.29357798165138,4
"1904:20",1904,"tin",20,35,218,16.0550458715596,5
"1904:20",1904,"thai",20,15,218,6.88073394495413,5
"1904:20",1904,"Japanese",20,12,218,5.5045871559633,5
"1904:20",1904,"ill",20,12,218,5.5045871559633,5
"1904:20",1904,"Singapore",20,10,218,4.58715596330275,5
"1904:20",1904,"London",20,9,218,4.12844036697248,5
"1904:20",1904,"Arthur",20,9,218,4.12844036697248,5
"1904:20",1904,"iii",20,9,218,4.12844036697248,5
"1904:20",1904,"men",20,8,218,3.6697247706422,5
"1904:20",1904,"time",20,7,218,3.21100917431193,5
"1904:20",1904,"Port",20,7,218,3.21100917431193,5
"1904:20",1904,"Hongkong",20,7,218,3.21100917431193,5
"1904:20",1904,"Japan",20,7,218,3.21100917431193,5
"1904:20",1904,"appeared",20,6,218,2.75229357798165,5
"1904:20",1904,"Russian",20,6,218,2.75229357798165,5
"1904:20",1904,"ing",20,6,218,2.75229357798165,5
"1904:20",1904,"ami",20,6,218,2.75229357798165,5
"1904:20",1904,"Borneo",20,6,218,2.75229357798165,5
"1904:20",1904,"British",20,6,218,2.75229357798165,5
"1904:20",1904,"Colombo",20,6,218,2.75229357798165,5
"1904:20",1904,"work",20,5,218,2.29357798165138,5
"1904:20",1904,"Lord",20,5,218,2.29357798165138,5
"1904:20",1904,"nut",20,5,218,2.29357798165138,5
"1904:20",1904,"received",20,5,218,2.29357798165138,5
"1904:20",1904,"ili",20,5,218,2.29357798165138,5
"1904:20",1904,"tha",20,5,218,2.29357798165138,5
"1904:20",1904,"til",20,5,218,2.29357798165138,5
"1904:20",1904,"many",20,5,218,2.29357798165138,5
"1904:20",1904,"Ihe",20,5,218,2.29357798165138,5
"1904:20",1904,"Sir",20,5,218,2.29357798165138,5
"1904:20",1904,"case",20,5,218,2.29357798165138,5
"1904:20",1904,"steamer",20,5,218,2.29357798165138,5
"1904:20",1904,"lie",20,5,218,2.29357798165138,5
"1904:20",1904,"tad",20,5,218,2.29357798165138,5
"1904:20",1904,"official",20,5,218,2.29357798165138,5
"1904:25",1904,"tin",25,35,218,16.0550458715596,6
"1904:25",1904,"thai",25,15,218,6.88073394495413,6
"1904:25",1904,"Japanese",25,12,218,5.5045871559633,6
"1904:25",1904,"ill",25,12,218,5.5045871559633,6
"1904:25",1904,"Singapore",25,10,218,4.58715596330275,6
"1904:25",1904,"London",25,9,218,4.12844036697248,6
"1904:25",1904,"Arthur",25,9,218,4.12844036697248,6
"1904:25",1904,"iii",25,9,218,4.12844036697248,6
