"1846:3",1846,"brig",3,31,348,8.9080459770115,2
"1846:3",1846,"ship",3,28,348,8.04597701149425,2
"1846:3",1846,"received",3,24,348,6.89655172413793,2
"1846:3",1846,"Dutch",3,24,348,6.89655172413793,2
"1846:3",1846,"arrived",3,23,348,6.60919540229885,2
"1846:3",1846,"ARRIVALS",3,22,348,6.32183908045977,2
"1846:3",1846,"India",3,22,348,6.32183908045977,2
"1846:3",1846,"CHINA",3,21,348,6.03448275862069,2
"1846:4",1846,"bark",4,165,355,46.4788732394366,3
"1846:4",1846,"sight",4,160,355,45.0704225352113,3
"1846:4",1846,"days",4,154,355,43.3802816901408,3
"1846:4",1846,"brig",4,102,355,28.7323943661972,3
"1846:4",1846,"cwt",4,91,355,25.6338028169014,3
"1846:4",1846,"Goan",4,87,355,24.5070422535211,3
"1846:4",1846,"China",4,86,355,24.2253521126761,3
"1846:4",1846,"Bombay",4,83,355,23.3802816901408,3
"1846:4",1846,"ship",4,77,355,21.6901408450704,3
"1846:4",1846,"Calcutta",4,77,355,21.6901408450704,3
"1846:4",1846,"dollar",4,62,355,17.4647887323944,3
"1848:2",1848,"arrival",2,116,314,36.9426751592357,1
"1848:2",1848,"announce",2,109,314,34.7133757961783,1
"1848:2",1848,"passengers",2,90,314,28.6624203821656,1
"1848:2",1848,"received",2,54,314,17.1974522292994,1
"1848:2",1848,"China",2,54,314,17.1974522292994,1
"1848:2",1848,"Captain",2,53,314,16.8789808917197,1
"1848:2",1848,"Calcutta",2,37,314,11.7834394904459,1
"1848:2",1848,"Mrs",2,36,314,11.4649681528662,1
"1848:2",1848,"Hongkong",2,35,314,11.1464968152866,1
"1848:2",1848,"arrived",2,34,314,10.828025477707,1
"1848:2",1848,"General",2,32,314,10.1910828025478,1
"1848:3",1848,"European",3,52,236,22.0338983050847,2
"1848:3",1848,"Intelligence",3,47,236,19.9152542372881,2
"1848:3",1848,"China",3,28,236,11.864406779661,2
"1848:3",1848,"arrived",3,23,236,9.74576271186441,2
"1848:3",1848,"Sir",3,19,236,8.05084745762712,2
"1848:3",1848,"CHINA",3,18,236,7.6271186440678,2
"1848:3",1848,"place",3,17,236,7.20338983050847,2
"1848:3",1848,"Captain",3,16,236,6.77966101694915,2
"1848:3",1848,"Chinese",3,16,236,6.77966101694915,2
"1848:3",1848,"received",3,15,236,6.35593220338983,2
"1848:3",1848,"left",3,15,236,6.35593220338983,2
"1848:3",1848,"Ditto",3,13,236,5.50847457627119,2
"1848:3",1848,"Governor",3,13,236,5.50847457627119,2
"1848:3",1848,"General",3,13,236,5.50847457627119,2
"1848:4",1848,"brig",4,75,272,27.5735294117647,3
"1848:4",1848,"bark",4,74,272,27.2058823529412,3
"1848:4",1848,"Ditto",4,72,272,26.4705882352941,3
"1848:4",1848,"Calcutta",4,70,272,25.7352941176471,3
"1848:4",1848,"cwt",4,64,272,23.5294117647059,3
"1848:4",1848,"SHIPPING",4,59,272,21.6911764705882,3
"1848:4",1848,"dollar",4,58,272,21.3235294117647,3
"1848:4",1848,"sight",4,58,272,21.3235294117647,3
"1848:4",1848,"Brit",4,57,272,20.9558823529412,3
"1848:4",1848,"Bombay",4,56,272,20.5882352941176,3
"1848:4",1848,"Sago",4,50,272,18.3823529411765,3
"1849:3",1849,"arrival",3,23,110,20.9090909090909,1
"1849:3",1849,"announce",3,22,110,20,1
"1849:3",1849,"passengers",3,17,110,15.4545454545455,1
"1849:3",1849,"Calcutta",3,16,110,14.5454545454545,1
"1849:3",1849,"received",3,14,110,12.7272727272727,1
"1849:3",1849,"Hongkong",3,13,110,11.8181818181818,1
"1849:3",1849,"China",3,11,110,10,1
"1849:3",1849,"Sir",3,9,110,8.18181818181818,1
"1849:3",1849,"CHINA",3,9,110,8.18181818181818,1
"1849:3",1849,"accounts",3,8,110,7.27272727272727,1
"1849:3",1849,"Mrs",3,8,110,7.27272727272727,1
"1849:3",1849,"letter",3,6,110,5.45454545454545,1
"1849:3",1849,"learn",3,6,110,5.45454545454545,1
"1849:3",1849,"Steamer",3,6,110,5.45454545454545,1
"1849:3",1849,"morning",3,6,110,5.45454545454545,1
"1849:3",1849,"departure",3,6,110,5.45454545454545,1
"1849:3",1849,"arrived",3,6,110,5.45454545454545,1
"1849:3",1849,"upon",3,6,110,5.45454545454545,1
"1849:4",1849,"announce",4,28,124,22.5806451612903,2
"1849:4",1849,"arrival",4,27,124,21.7741935483871,2
"1849:4",1849,"passengers",4,19,124,15.3225806451613,2
"1849:4",1849,"received",4,18,124,14.5161290322581,2
"1849:4",1849,"Drs",4,12,124,9.67741935483871,2
"1849:4",1849,"Mrs",4,12,124,9.67741935483871,2
"1849:4",1849,"Calcutta",4,11,124,8.87096774193548,2
"1849:4",1849,"upon",4,11,124,8.87096774193548,2
"1849:4",1849,"Bombay",4,9,124,7.25806451612903,2
"1849:4",1849,"Captain",4,9,124,7.25806451612903,2
"1849:4",1849,"left",4,8,124,6.45161290322581,2
"1849:4",1849,"CHINA",4,8,124,6.45161290322581,2
"1849:4",1849,"China",4,8,124,6.45161290322581,2
"1849:4",1849,"news",4,7,124,5.64516129032258,2
"1849:4",1849,"board",4,7,124,5.64516129032258,2
"1849:4",1849,"Malacca",4,7,124,5.64516129032258,2
"1849:4",1849,"annex",4,7,124,5.64516129032258,2
"1849:4",1849,"departure",4,7,124,5.64516129032258,2
"1849:4",1849,"DEATH",4,7,124,5.64516129032258,2
"1849:4",1849,"instant",4,7,124,5.64516129032258,2
"1849:4",1849,"every",4,6,124,4.83870967741935,2
"1849:4",1849,"India",4,6,124,4.83870967741935,2
"1849:4",1849,"European",4,6,124,4.83870967741935,2
"1849:4",1849,"Sir",4,6,124,4.83870967741935,2
"1849:4",1849,"Passengers",4,6,124,4.83870967741935,2
"1849:4",1849,"Steamer",4,6,124,4.83870967741935,2
"1849:4",1849,"steamer",4,6,124,4.83870967741935,2
"1849:4",1849,"reached",4,6,124,4.83870967741935,2
"1849:6",1849,"bark",6,20,127,15.748031496063,3
"1849:6",1849,"Bombay",6,16,127,12.5984251968504,3
"1849:6",1849,"Captain",6,13,127,10.2362204724409,3
"1849:6",1849,"bottled",6,12,127,9.44881889763779,3
"1849:6",1849,"Calcutta",6,12,127,9.44881889763779,3
"1849:6",1849,"cwt",6,12,127,9.44881889763779,3
"1849:6",1849,"South",6,12,127,9.44881889763779,3
"1849:6",1849,"SHIPPING",6,11,127,8.66141732283465,3
"1849:6",1849,"ship",6,11,127,8.66141732283465,3
"1849:6",1849,"Europe",6,9,127,7.08661417322835,3
"1849:6",1849,"present",6,9,127,7.08661417322835,3
"1849:6",1849,"REPORT",6,9,127,7.08661417322835,3
"1849:6",1849,"CALCUTTA",6,8,127,6.2992125984252,3
"1849:6",1849,"Sago",6,8,127,6.2992125984252,3
"1849:6",1849,"Macao",6,8,127,6.2992125984252,3
"1849:6",1849,"demand",6,8,127,6.2992125984252,3
"1849:6",1849,"European",6,7,127,5.51181102362205,3
"1849:6",1849,"Junks",6,7,127,5.51181102362205,3
"1849:6",1849,"China",6,7,127,5.51181102362205,3
"1849:6",1849,"Goan",6,7,127,5.51181102362205,3
"1849:6",1849,"LONDON",6,7,127,5.51181102362205,3
"1849:6",1849,"received",6,6,127,4.7244094488189,3
"1849:6",1849,"ARRIVALS",6,6,127,4.7244094488189,3
"1849:6",1849,"HARBOUR",6,6,127,4.7244094488189,3
"1849:6",1849,"morning",6,6,127,4.7244094488189,3
"1849:6",1849,"Brit",6,6,127,4.7244094488189,3
"1849:6",1849,"Sir",6,6,127,4.7244094488189,3
"1849:6",1849,"steamer",6,6,127,4.7244094488189,3
"1849:6",1849,"Phillip",6,6,127,4.7244094488189,3
"1849:6",1849,"brig",6,6,127,4.7244094488189,3
"1849:6",1849,"Ist",6,6,127,4.7244094488189,3
"1849:6",1849,"Adelaide",6,6,127,4.7244094488189,3
"1849:6",1849,"WEEKLY",6,6,127,4.7244094488189,3
"1849:6",1849,"Rachman",6,6,127,4.7244094488189,3
"1849:6",1849,"REPORTS",6,6,127,4.7244094488189,3
"1849:6",1849,"GOODS",6,5,127,3.93700787401575,3
"1849:6",1849,"Madras",6,5,127,3.93700787401575,3
"1849:6",1849,"spoken",6,5,127,3.93700787401575,3
"1849:6",1849,"tlie",6,5,127,3.93700787401575,3
"1849:6",1849,"wood",6,5,127,3.93700787401575,3
"1849:6",1849,"Bintang",6,5,127,3.93700787401575,3
"1849:6",1849,"Port",6,5,127,3.93700787401575,3
"1849:6",1849,"Bass",6,5,127,3.93700787401575,3
"1849:6",1849,"arrived",6,5,127,3.93700787401575,3
"1849:6",1849,"continues",6,5,127,3.93700787401575,3
"1849:6",1849,"account",6,5,127,3.93700787401575,3
"1849:6",1849,"Good",6,5,127,3.93700787401575,3
"1849:7",1849,"bark",7,88,276,31.8840579710145,4
"1849:7",1849,"Calcutta",7,77,276,27.8985507246377,4
"1849:7",1849,"SHIPPING",7,72,276,26.0869565217391,4
"1849:7",1849,"ship",7,66,276,23.9130434782609,4
"1849:7",1849,"Brit",7,66,276,23.9130434782609,4
"1849:7",1849,"brig",7,62,276,22.463768115942,4
"1849:7",1849,"Bombay",7,53,276,19.2028985507246,4
"1849:7",1849,"cwt",7,50,276,18.1159420289855,4
"1849:7",1849,"Captain",7,44,276,15.9420289855072,4
"1849:7",1849,"HARBOUR",7,43,276,15.5797101449275,4
"1849:7",1849,"sight",7,37,276,13.4057971014493,4
"1850:3",1850,"Sir",3,17,122,13.9344262295082,1
"1850:3",1850,"CHINA",3,13,122,10.655737704918,1
"1850:3",1850,"Captain",3,11,122,9.01639344262295,1
"1850:3",1850,"China",3,11,122,9.01639344262295,1
"1850:3",1850,"announce",3,10,122,8.19672131147541,1
"1850:3",1850,"BORNEO",3,10,122,8.19672131147541,1
"1850:3",1850,"received",3,9,122,7.37704918032787,1
"1850:3",1850,"arrival",3,8,122,6.55737704918033,1
"1850:3",1850,"intelligence",3,8,122,6.55737704918033,1
"1850:3",1850,"Borneo",3,8,122,6.55737704918033,1
"1850:3",1850,"Brooke",3,8,122,6.55737704918033,1
"1850:3",1850,"Ihe",3,7,122,5.73770491803279,1
"1850:3",1850,"steamer",3,7,122,5.73770491803279,1
"1850:3",1850,"attention",3,7,122,5.73770491803279,1
"1850:3",1850,"Hongkong",3,7,122,5.73770491803279,1
"1850:3",1850,"upon",3,7,122,5.73770491803279,1
"1850:3",1850,"brought",3,6,122,4.91803278688525,1
"1850:3",1850,"CALCUTTA",3,6,122,4.91803278688525,1
"1850:3",1850,"letter",3,6,122,4.91803278688525,1
"1850:3",1850,"James",3,6,122,4.91803278688525,1
"1850:3",1850,"passengers",3,6,122,4.91803278688525,1
"1850:3",1850,"morning",3,6,122,4.91803278688525,1
"1850:3",1850,"London",3,6,122,4.91803278688525,1
"1850:3",1850,"arrived",3,6,122,4.91803278688525,1
"1850:3",1850,"great",3,6,122,4.91803278688525,1
"1850:3",1850,"ship",3,6,122,4.91803278688525,1
"1850:3",1850,"days",3,5,122,4.0983606557377,1
"1850:3",1850,"CALIFORNIA",3,5,122,4.0983606557377,1
"1850:3",1850,"tho",3,5,122,4.0983606557377,1
"1850:3",1850,"Calcutta",3,5,122,4.0983606557377,1
"1850:3",1850,"late",3,5,122,4.0983606557377,1
"1850:3",1850,"pirates",3,5,122,4.0983606557377,1
"1850:3",1850,"Governor",3,5,122,4.0983606557377,1
"1850:3",1850,"Ist",3,5,122,4.0983606557377,1
"1850:3",1850,"California",3,5,122,4.0983606557377,1
"1850:3",1850,"MAIL",3,5,122,4.0983606557377,1
"1850:3",1850,"Oriental",3,5,122,4.0983606557377,1
"1850:3",1850,"Liverpool",3,4,122,3.27868852459016,1
"1850:3",1850,"European",3,4,122,3.27868852459016,1
"1850:3",1850,"subject",3,4,122,3.27868852459016,1
"1850:3",1850,"news",3,4,122,3.27868852459016,1
"1850:3",1850,"much",3,4,122,3.27868852459016,1
"1850:3",1850,"left",3,4,122,3.27868852459016,1
"1850:3",1850,"Rajah",3,4,122,3.27868852459016,1
"1850:3",1850,"papers",3,4,122,3.27868852459016,1
"1850:3",1850,"presented",3,4,122,3.27868852459016,1
"1850:3",1850,"Australia",3,4,122,3.27868852459016,1
"1850:3",1850,"Steamer",3,4,122,3.27868852459016,1
"1850:3",1850,"SOUTH",3,4,122,3.27868852459016,1
"1850:3",1850,"called",3,4,122,3.27868852459016,1
"1850:3",1850,"ami",3,4,122,3.27868852459016,1
"1850:3",1850,"lias",3,4,122,3.27868852459016,1
"1850:3",1850,"public",3,4,122,3.27868852459016,1
"1850:3",1850,"published",3,4,122,3.27868852459016,1
"1850:3",1850,"Europe",3,4,122,3.27868852459016,1
"1850:3",1850,"DAILY",3,4,122,3.27868852459016,1
"1850:3",1850,"issue",3,4,122,3.27868852459016,1
"1850:3",1850,"number",3,4,122,3.27868852459016,1
"1850:3",1850,"columns",3,4,122,3.27868852459016,1
"1850:3",1850,"Bombay",3,4,122,3.27868852459016,1
"1850:3",1850,"Peninsular",3,4,122,3.27868852459016,1
"1850:3",1850,"vessel",3,4,122,3.27868852459016,1
"1850:3",1850,"readers",3,4,122,3.27868852459016,1
"1850:3",1850,"letters",3,4,122,3.27868852459016,1
"1850:3",1850,"Brookes",3,4,122,3.27868852459016,1
"1850:3",1850,"importance",3,4,122,3.27868852459016,1
"1850:3",1850,"NEWS",3,4,122,3.27868852459016,1
"1850:3",1850,"Companys",3,4,122,3.27868852459016,1
"1850:4",1850,"announce",4,48,145,33.1034482758621,2
"1850:4",1850,"passengers",4,41,145,28.2758620689655,2
"1850:4",1850,"arrival",4,39,145,26.8965517241379,2
"1850:4",1850,"Sir",4,25,145,17.2413793103448,2
"1850:4",1850,"received",4,16,145,11.0344827586207,2
"1850:4",1850,"China",4,15,145,10.3448275862069,2
"1850:4",1850,"Hongkong",4,14,145,9.6551724137931,2
"1850:4",1850,"Captain",4,13,145,8.96551724137931,2
"1850:4",1850,"place",4,11,145,7.58620689655172,2
"1850:4",1850,"departure",4,11,145,7.58620689655172,2
"1850:4",1850,"journals",4,10,145,6.89655172413793,2
"1850:4",1850,"arrived",4,10,145,6.89655172413793,2
"1850:5",1850,"received",5,14,115,12.1739130434783,3
"1850:5",1850,"journals",5,11,115,9.56521739130435,3
"1850:5",1850,"Calcutta",5,10,115,8.69565217391304,3
"1850:5",1850,"Bombay",5,9,115,7.82608695652174,3
"1850:5",1850,"arrived",5,9,115,7.82608695652174,3
"1850:5",1850,"days",5,8,115,6.95652173913043,3
"1850:5",1850,"passengers",5,8,115,6.95652173913043,3
"1850:5",1850,"present",5,8,115,6.95652173913043,3
"1850:5",1850,"Captain",5,8,115,6.95652173913043,3
"1850:5",1850,"Hongkong",5,8,115,6.95652173913043,3
"1850:5",1850,"announce",5,7,115,6.08695652173913,3
"1850:5",1850,"Sir",5,7,115,6.08695652173913,3
"1850:5",1850,"arrival",5,7,115,6.08695652173913,3
"1850:5",1850,"public",5,7,115,6.08695652173913,3
"1850:5",1850,"CALCUTTA",5,6,115,5.21739130434783,3
"1850:5",1850,"tlie",5,6,115,5.21739130434783,3
"1850:5",1850,"CHINA",5,6,115,5.21739130434783,3
"1850:5",1850,"Ihe",5,6,115,5.21739130434783,3
"1850:5",1850,"lie",5,6,115,5.21739130434783,3
"1850:5",1850,"advices",5,5,115,4.34782608695652,3
"1850:5",1850,"Steam",5,5,115,4.34782608695652,3
"1850:5",1850,"brought",5,5,115,4.34782608695652,3
"1850:5",1850,"ship",5,5,115,4.34782608695652,3
"1850:5",1850,"papers",5,5,115,4.34782608695652,3
"1850:5",1850,"Steamer",5,5,115,4.34782608695652,3
"1850:5",1850,"accounts",5,5,115,4.34782608695652,3
"1850:5",1850,"issue",5,5,115,4.34782608695652,3
"1850:5",1850,"Governor",5,5,115,4.34782608695652,3
"1850:5",1850,"French",5,5,115,4.34782608695652,3
"1850:5",1850,"vessel",5,5,115,4.34782608695652,3
"1850:5",1850,"little",5,4,115,3.47826086956522,3
"1850:5",1850,"board",5,4,115,3.47826086956522,3
"1850:5",1850,"tho",5,4,115,3.47826086956522,3
"1850:5",1850,"English",5,4,115,3.47826086956522,3
"1850:5",1850,"BOMBAY",5,4,115,3.47826086956522,3
"1850:5",1850,"sciences",5,4,115,3.47826086956522,3
"1850:5",1850,"annex",5,4,115,3.47826086956522,3
"1850:5",1850,"taken",5,4,115,3.47826086956522,3
"1850:5",1850,"llie",5,4,115,3.47826086956522,3
"1850:5",1850,"King",5,4,115,3.47826086956522,3
"1850:5",1850,"question",5,4,115,3.47826086956522,3
"1850:5",1850,"great",5,4,115,3.47826086956522,3
"1850:5",1850,"Chinese",5,4,115,3.47826086956522,3
"1850:5",1850,"inst",5,4,115,3.47826086956522,3
"1850:5",1850,"China",5,4,115,3.47826086956522,3
"1850:5",1850,"upon",5,4,115,3.47826086956522,3
"1850:5",1850,"less",5,4,115,3.47826086956522,3
"1850:5",1850,"believed",5,3,115,2.60869565217391,3
"1850:5",1850,"Queen",5,3,115,2.60869565217391,3
"1850:5",1850,"inhabitants",5,3,115,2.60869565217391,3
"1850:5",1850,"reached",5,3,115,2.60869565217391,3
"1850:5",1850,"another",5,3,115,2.60869565217391,3
"1850:5",1850,"report",5,3,115,2.60869565217391,3
"1850:5",1850,"Aberdeen",5,3,115,2.60869565217391,3
"1850:5",1850,"Gazette",5,3,115,2.60869565217391,3
"1850:5",1850,"James",5,3,115,2.60869565217391,3
"1850:5",1850,"old",5,3,115,2.60869565217391,3
"1850:5",1850,"proceed",5,3,115,2.60869565217391,3
"1850:5",1850,"way",5,3,115,2.60869565217391,3
"1850:5",1850,"head",5,3,115,2.60869565217391,3
"1850:5",1850,"tin",5,3,115,2.60869565217391,3
"1850:5",1850,"must",5,3,115,2.60869565217391,3
"1850:5",1850,"port",5,3,115,2.60869565217391,3
"1850:5",1850,"appear",5,3,115,2.60869565217391,3
"1850:5",1850,"Malacca",5,3,115,2.60869565217391,3
"1850:5",1850,"Ship",5,3,115,2.60869565217391,3
"1850:5",1850,"city",5,3,115,2.60869565217391,3
"1850:5",1850,"contemporary",5,3,115,2.60869565217391,3
"1850:5",1850,"Ihc",5,3,115,2.60869565217391,3
"1850:5",1850,"Admiral",5,3,115,2.60869565217391,3
"1850:5",1850,"steamer",5,3,115,2.60869565217391,3
"1850:5",1850,"lor",5,3,115,2.60869565217391,3
"1850:5",1850,"ARRIVAL",5,3,115,2.60869565217391,3
"1850:5",1850,"returned",5,3,115,2.60869565217391,3
"1850:5",1850,"list",5,3,115,2.60869565217391,3
"1850:5",1850,"large",5,3,115,2.60869565217391,3
"1850:5",1850,"published",5,3,115,2.60869565217391,3
"1850:5",1850,"good",5,3,115,2.60869565217391,3
"1850:5",1850,"entire",5,3,115,2.60869565217391,3
"1850:5",1850,"part",5,3,115,2.60869565217391,3
"1850:5",1850,"set",5,3,115,2.60869565217391,3
"1850:5",1850,"see",5,3,115,2.60869565217391,3
"1850:5",1850,"drs",5,3,115,2.60869565217391,3
"1850:5",1850,"purpose",5,3,115,2.60869565217391,3
"1850:5",1850,"early",5,3,115,2.60869565217391,3
"1850:5",1850,"Pinang",5,3,115,2.60869565217391,3
"1850:5",1850,"Uie",5,3,115,2.60869565217391,3
"1850:5",1850,"MAIL",5,3,115,2.60869565217391,3
"1850:5",1850,"called",5,3,115,2.60869565217391,3
"1850:5",1850,"continued",5,3,115,2.60869565217391,3
"1850:5",1850,"consideration",5,3,115,2.60869565217391,3
"1850:5",1850,"Oriental",5,3,115,2.60869565217391,3
"1850:5",1850,"Treasure",5,3,115,2.60869565217391,3
"1850:5",1850,"ihe",5,3,115,2.60869565217391,3
"1850:5",1850,"means",5,3,115,2.60869565217391,3
"1850:5",1850,"neither",5,3,115,2.60869565217391,3
"1850:5",1850,"instant",5,3,115,2.60869565217391,3
"1850:5",1850,"General",5,3,115,2.60869565217391,3
"1850:5",1850,"loss",5,3,115,2.60869565217391,3
"1850:5",1850,"much",5,3,115,2.60869565217391,3
"1850:6",1850,"never",6,9,103,8.7378640776699,4
"1850:6",1850,"Calcutta",6,8,103,7.76699029126214,4
"1850:6",1850,"public",6,8,103,7.76699029126214,4
"1850:6",1850,"brought",6,7,103,6.79611650485437,4
"1850:6",1850,"CALCUTTA",6,7,103,6.79611650485437,4
"1850:6",1850,"much",6,7,103,6.79611650485437,4
"1850:6",1850,"Sir",6,7,103,6.79611650485437,4
"1850:6",1850,"China",6,6,103,5.8252427184466,4
"1850:6",1850,"case",6,6,103,5.8252427184466,4
"1850:6",1850,"taken",6,6,103,5.8252427184466,4
"1850:6",1850,"Captain",6,6,103,5.8252427184466,4
"1850:6",1850,"present",6,6,103,5.8252427184466,4
"1850:6",1850,"BORNEO",6,6,103,5.8252427184466,4
"1850:6",1850,"India",6,5,103,4.85436893203883,4
"1850:6",1850,"European",6,5,103,4.85436893203883,4
"1850:6",1850,"without",6,5,103,4.85436893203883,4
"1850:6",1850,"lor",6,5,103,4.85436893203883,4
"1850:6",1850,"done",6,5,103,4.85436893203883,4
"1850:6",1850,"lie",6,5,103,4.85436893203883,4
"1850:6",1850,"bales",6,5,103,4.85436893203883,4
"1850:6",1850,"Ist",6,5,103,4.85436893203883,4
"1850:6",1850,"England",6,5,103,4.85436893203883,4
"1850:6",1850,"upon",6,5,103,4.85436893203883,4
"1850:6",1850,"four",6,4,103,3.88349514563107,4
"1850:6",1850,"whose",6,4,103,3.88349514563107,4
"1850:6",1850,"another",6,4,103,3.88349514563107,4
"1850:6",1850,"TRADE",6,4,103,3.88349514563107,4
"1850:6",1850,"interest",6,4,103,3.88349514563107,4
"1850:6",1850,"tlie",6,4,103,3.88349514563107,4
"1850:6",1850,"Bullion",6,4,103,3.88349514563107,4
"1850:6",1850,"BOMBAY",6,4,103,3.88349514563107,4
"1850:6",1850,"Ihe",6,4,103,3.88349514563107,4
"1850:6",1850,"general",6,4,103,3.88349514563107,4
"1850:6",1850,"month",6,4,103,3.88349514563107,4
"1850:6",1850,"EDITOR",6,4,103,3.88349514563107,4
"1850:6",1850,"Bombay",6,4,103,3.88349514563107,4
"1850:6",1850,"long",6,4,103,3.88349514563107,4
"1850:6",1850,"line",6,4,103,3.88349514563107,4
"1850:6",1850,"ihe",6,4,103,3.88349514563107,4
"1850:6",1850,"Ceylon",6,4,103,3.88349514563107,4
"1850:6",1850,"placed",6,4,103,3.88349514563107,4
"1850:6",1850,"Act",6,4,103,3.88349514563107,4
"1850:6",1850,"second",6,3,103,2.9126213592233,4
"1850:6",1850,"Lord",6,3,103,2.9126213592233,4
"1850:6",1850,"crew",6,3,103,2.9126213592233,4
"1850:6",1850,"vessels",6,3,103,2.9126213592233,4
"1850:6",1850,"given",6,3,103,2.9126213592233,4
"1850:6",1850,"report",6,3,103,2.9126213592233,4
"1850:6",1850,"subject",6,3,103,2.9126213592233,4
"1850:6",1850,"Communicated",6,3,103,2.9126213592233,4
"1850:6",1850,"several",6,3,103,2.9126213592233,4
"1850:6",1850,"tho",6,3,103,2.9126213592233,4
"1850:6",1850,"Charles",6,3,103,2.9126213592233,4
"1850:6",1850,"American",6,3,103,2.9126213592233,4
"1850:6",1850,"appear",6,3,103,2.9126213592233,4
"1850:6",1850,"useful",6,3,103,2.9126213592233,4
"1850:6",1850,"heart",6,3,103,2.9126213592233,4
"1850:6",1850,"Ship",6,3,103,2.9126213592233,4
"1850:6",1850,"place",6,3,103,2.9126213592233,4
"1850:6",1850,"Royal",6,3,103,2.9126213592233,4
"1850:6",1850,"little",6,3,103,2.9126213592233,4
"1850:6",1850,"form",6,3,103,2.9126213592233,4
"1850:6",1850,"contemporary",6,3,103,2.9126213592233,4
"1850:6",1850,"article",6,3,103,2.9126213592233,4
"1850:6",1850,"many",6,3,103,2.9126213592233,4
"1850:6",1850,"inquiry",6,3,103,2.9126213592233,4
"1850:6",1850,"Merchandize",6,3,103,2.9126213592233,4
"1850:6",1850,"London",6,3,103,2.9126213592233,4
"1850:6",1850,"Majesty",6,3,103,2.9126213592233,4
"1850:6",1850,"rather",6,3,103,2.9126213592233,4
"1850:6",1850,"trade",6,3,103,2.9126213592233,4
