Date	Headline
19930319	CPF rates for workers above 55 to be revised: Boon Yang
19930319	New Bill to crack down on computer crime
19930320	Dhana: GST ties govt services to pockets
19930320	Major backs Patten and his reform plan for HK
19930321	Stiffer penalties for lawyers who cheat
19930321	Woman stole $2.2 million and spent, spent, spent
19930321	A village yuppified
19930321	Australia's last chance
19930322	CWOs for other types of offences considered
19930323	S'pore, Thailand agree to expand co-operation
19930324	Goodbye, mother...
19930324	Ngee Ann polytechnic to make pass in PE a must for graduation
19930324	Four hospitals to pay specialists according to new points system
19930325	Happy Hari Raya for kidney patient who was 'hopeless'
19930325	Mattar to Muslims: Look to 21st century
19930326	Mercedes Benz made in S. Africa to be sold here
19930327	Expressway crash inferno: Victim identified
19930327	CPF minimum sum to be raised to $34,600 from April 1
19930327	China 'could still co-operate with Britain on HK'
19930328	Sports bodies told: Shape up or lose Sea Games berth
19930328	Retailers strike back
19930329	Neighbourhood shops won't raise prices beyond 3%
19930330	Medisave ceiling to go up $1,000 a year
19930330	Topping-up limits to be raised by 2.3%
19930330	Revised topping-up limits
19930331	Medifund can be used from tomorrow
19930331	Don't miss out on Computer Times
19930331	SBC report on Patten fuels rise in HK shares
19930331	ALL ABOUT CARING AND SHARING
19930331	Japanese  royalty and the press
19930331	CAREER direction
19930331	Career Guidepost
19930331	WELCOME TO  COMPUTER  TIMES
19930401	S'pore on track for 6-7 % growth
19930401	At MTI 'just to hold the fort'
19930401	Bottoms up, April Fools! X.O. Beer a hoax to prove print ad's power
19930401	China approves 'shadow govt' panel for HK
19930401	Bikers rush for first-day covers without Sisir stamps
19930402	BG Lee cleared of cancer cells: Doctors
19930402	Portfolio will remain unchanged for time being
19930402	S'pore firms spend billions to correct avoidable problems
19930402	26 killed as gunmen open fire on video hall in Cambodia
19930402	Private firms, 'not stat boards, must lead overseas investments'
19930402	THE STRAITS TIMES  Life!
19930403	Summit: US wants strategic alliance
19930403	What's all the fuzz about these photos?
19930403	ST Index closes at record high
19930403	More accurate heart attack cholesterol found: Researchers
19930403	Washington 'may have to intervene if talks on HK collapse'
19930404	Clinton vows to 'mobilise world' behind Russian reforms
19930404	S'pore denies unfair trade charges
19930404	WHICH WAY TO THE SPHINX
19930404	Curry fish-head coming up, with a dash of style
19930404	Johor govt signs  contract  for $2.5b  Waterfront City
19930404	Whither property prices?
19930405	Price of HDB flats should rise less than 5%
19930405	Teachers' working  conditions to  be improved: MOE
19930406	Parking offence tickets go high-tech
19930406	Six firms to help sell QCC idea to others
19930406	SES sets new records
19930407	Inland Revenue a hit at poly careers fair
19930407	ST Index hits record high for third day
19930408	Gunboat shoots at three S'pore trawlers
19930408	ON 'DEATH PENALTY' CHARGE
19930408	ST Index hits fourth straight high
19930409	UN worker and aide killed in Cambodia
19930410	European countries seek joint licensing of S'pore-made arms
19930410	Cost of faking sexual desire — $380,000
19930411	MRT may bring crowds to new river attractions
19930411	NTUC Fair Price signs $23 m deal to run commercial complex in Fuzhou
19930411	Penang
19930412	Eye experts try laser surgery, massage to correct myopia
19930413	Retirement age will be 67 by year 2003
19930413	Parcel explodes in bank, secretary opening it hurt
19930413	RIOTERS ROUNDED UP
19930413	PM to open major regionalisation forum
19930414	Dr Chee affair: SDP rapped in Parliament
19930414	I'm innocent,  Dr Chee maintains
19930414	Zhao leaves Beijing for first time since '89 ouster
19930414	1992 POSBank Draws on April 24
19930414	Japan unveils record $190b package to boost domestic demand
19930415	The Straits Times
19930415	Dr Chee ends his hunger strike
19930415	No fuss exit permits and passport extensions
19930416	Govt will return excess revenue from GST: PM
19930416	Full-day ALS from January next year
19930416	Road pricing: All except bikes must install electronic gadget
19930416	ST Index soars to all-time high
19930416	US$43.4b aid for Russia
19930416	Reconsider pulling out of nuclear pact, S'pore urges Pyongyang
19930417	The Straits Time
19930417	Asia-Pac to post 7% growth, says ADB
19930417	Khmer Rouge gears up for attack during polls
19930417	ST Index surges 32 points to new high
19930417	Just how many storeys does Raffles City have?
19930417	Fishy business
19930418	Speedier Justice in courts: Now lawyers must catch up, says CJ
19930418	Guests at Great Eastern D&D stage big walkout
19930418	Cheers in LA as jury finds 2 cops guilty
19930418	GOOD CATCH
19930418	PM Goh on goodwill visit to China
19930418	Here  is the news
19930419	DBS Bank to offer $1b of new shares
19930419	SUN, SEA, SAND .. . AND SLOG
19930420	Singapore keen to explore govt-to-govt projects with China, says PM Goh
19930420	Points To Consider When Buying A Car
19930421	PM: S'pore keen on investing in big projects
19930422	The Straits Times
19930422	Moves to cap number of law graduates
19930422	Indonesia orders officials to lead modest lifestyle
19930423	20% of better grads must venture abroad: SM Lee
19930423	Singaporeans more affluent — Survey
19930423	ISEAS Trends
19930423	Another 20 Singaporeans contract Aids in first quarter
19930424	Confucius' teachings need to be updated: PM Goh
19930424	HDB earmarks 6 more precincts for upgrading
19930425	PM: 2 routes to help S'poreans venture abroad
19930425	Dan Quayle was right
19930426	S'pore plans $300m mini-city in Shandong
19930426	PM Goh proposes joint business council
19930426	Service sector unlikely to get non-traditional workers
19930427	Ng Teng Fong keen to develop Shenzhen airport
19930427	1,797 — new high again for ST Index
19930427	Youths to drive home anti-smoking message
19930428	China, Taiwan to formalise official contacts
19930428	S'pore projects in China will serve as flagship: PM
19930429	3 chemical giants in $1.4b tie-up
19930429	China-Taiwan talks hit snag over economic issues, end today
19930430	China and Taiwan sign historic pacts
19930430	Australian  in court for rampage in armoured vehicle
19930430	Top govt officers must take courses before promotion
19930501	Keep up tripartite teamwork: PM
19930501	Give investors value for money, workers told
19930501	Weekend car cheat jailed four weeks, fined $10,000
19930502	NTUC launches drive to recruit 40,000 members
19930502	Non-union FairPrice members to pay dues
19930502	To market, to market
19930503	Capsized sampan: Nine bodies found
19930503	Massive project to save Pulau Ayer Chawan corals may be world's biggest
19930503	Unionists' Sunday morning stroll to Sentosa
19930504	Indonesia acts to compete for more foreign investments
19930505	New technical course for Normal stream
19930505	50 S'poreans caught in raid on Mersing kelongs
19930505	Trouble  BRINGS THEM TOGETHER
19930506	S'pore and Japan to expand training ties
19930506	CPF Investment Scheme: Your questions answered by panel from DBS Bank
19930506	Sacred remains of Buddha
19930506	Khmer Rouge attacks Chinese for first time
19930507	CPF investment: Let DBS panel answer your queries
19930508	Plans for  high-level  body to  oversee  township  project
19930509	Suharto declines Clinton's offer to meet him for talks in Tokyo
19930509	EXCLUSIVE TODAY
19930509	When appeals backfire
19930510	Muslims, Serbs  in Bosnia  cease fire
19930510	Police warn celebrities not to behave like thugs
19930510	Kudos to wives of S'pore expats abroad
19930511	Sea Games ceremonies 'a theatrical experience'
19930511	Telecom, partner in $3b bid to install phones in Philippines
19930511	KL police look for S'porean behind $8m bank fraud
19930512	$8b power station to come up at Tuas
19930512	World's worst factory fire in history
19930512	S'pore firm signs accord to develop Suzhou township
19930513	ST Index up 34 pts to hit all-time high
19930513	Thai killer blaze: Toy factory was insured for $72 million
19930513	Township project will bind S'pore and Suzhou — SM
19930513	China 'hard to beat in terms of sheer size and opportunities'
19930514	US-Japan-China ties 'vital for Asia-Pac peace'
19930514	'Futile' to try imposing American values on the Chinese
19930514	ST Index soars past 1,850 mark to new high
19930514	Investing CPF savings: Let  DBS tell you how
19930515	SM's warning over China's growing power
19930515	PM home from Japan
19930515	Foreigners may be allowed stakes in Jakarta govt firms
19930516	Paris hostage drama ends after 46-hour siege
19930516	Asia will focus on defence  if US withdraws: SM
19930516	Ownership flap over a hornbill
19930516	regional security
19930517	Armoured cars patrol Phnom Penh
19930517	Conditional MFN will slowdown China's growth — SM
19930517	Asia TELECOM  93
19930517	The Asian  connection
19930519	Special Medifund support for those born before 1940
19930519	ST Index hits record high of 1,878 pts
19930519	SM calls for new security arrangement
19930519	China's leaders back township plan
19930520	Courtesy drive switches focus to S'poreans abroad
19930520	Tax authority now gunning for property speculators
19930520	SAF to offer interest-free loans for top-up scheme
19930521	UN gives go-ahead for use of force
19930521	Singapore sends four copters to help Untac
19930521	Town council's problem resident
19930521	Easy come, easy go
19930522	Share benefits with hosts: PM
19930522	Work with other nations to tap business openings
19930522	Daredevils on tightrope
19930522	Officials in Asean talks agree on need to include China in future meetings
19930523	'Go regional' push must bring spin-offs for S'pore — Dhana
19930523	7 killed in Cambodia on eve of elections
19930523	Iras identifies 10 home buyers as speculators
19930523	The best  is yet to come
19930524	Better lighting for schools to fight myopia among pupils
19930525	Smart card debut in February next year
19930525	Banking special on Asian $ jubilee
19930525	Accept polls  to save  Cambodia, Sihanouk tells Khmer Rouge
19930526	US 'to extend China's MFN status for a year'
19930526	Khmer Rouge can be legitimate — Hun Sen
19930526	MND holds hush-hush meeting with Redas
19930526	40 glorious  years  TOM CORBY
19930526	Building on  long-standing links
19930527	Economy grows 7.1% in first quarter
19930527	Britain slaps restricted rating on video game
19930528	BELTING IT OUT:
19930528	SM begins visit to Europe
19930528	Hongkong's Jardine group busy buying up C&C shares
19930528	Lamont replaced
19930528	ST Index hits new high on blue-chip buying
19930528	Bumper issue
19930529	Govt to ensure property options not transferred
19930529	THE YISHUN CRUSH
19930529	Clinton gets House nod for deficit-cutting Bill
19930529	1,905
19930529	The Straits Times News Extra
19930529	Higher bonuses, NWC proposes
19930529	$3m
19930529	Night out with the animals
19930530	Video spies help to nab bicycle thieves
19930530	Mattar steps down as Mendaki chairman
19930530	BG Yeo: Retain 'Nantah spirit' for Chinese culture to flourish
19930530	Forward  and  outward,  together
19930530	Partner in development
19930530	Regional investments part of growth strategy
19930530	'Set sights on new frontiers'
19930531	Hun Sen takes small lead in early count
19930531	Hindu temple's consecration draws thousands
19930601	Funcinpec takes over lead from ruling party
19930601	Deng had blood clot in brain, says paper
19930601	Boy falls 3 storeys and lives to talk about it
19930601	Smoked out
19930601	Half of writer  is enterpreneur
19930602	New NTU degree structure next year
19930602	Ruling Cambodian party wants fresh polls in 4 provinces
19930602	Biscuit King's flagship firm put in hands of receivers
19930603	Funcinpec set to be declared winner
19930603	Pan-El liquidators lose claim to Acma shares
19930603	11 more malaria cases in Punggol
19930604	Sihanouk takes over as interim head of state
19930604	ST Index down 20 pts
19930604	Former Speaker Dr Yeoh dies of lung cancer at 74
19930604	Chinese cinema takes  centrestage
19930605	Sihanouk scraps interim govt plan
19930605	PM Goh pays last respects to Dr Yeoh
19930605	Govt to sell land for 1,000 more homes if necessary
19930605	Going back to school... at 50
19930606	PM to S'poreans: Lift your sights and focus on national interests
19930606	FRENCH OPEN
19930606	Sihanouk issues ultimatum to Funcinpec: Show support or else...
19930606	Wave, everybody, here come the SEA Games
19930607	Sihanouk's interim govt shelved till UN forces go
19930607	Little tikes to have new, safer playgrounds in 12 HDB estates soon
19930607	Game of Go a subject at Chinese High
19930607	45 killed as fighting erupts in Somalia; UN calls meeting
19930607	6 die as ship carrying illegal immigrants runs aground off NY
19930608	Mattar stepping down on June 30
19930608	SEA GAMES SPECIAL
19930608	Japan whipping up sentiment against US managed trade
19930608	S'pore orchid for Japan's royal newlyweds
19930608	Sai Baba survives assassination bid
19930608	Wrong side of the law
19930609	Cambodian  Assembly  sits on Monday
19930609	Police send warrant of arrest to dead man
19930609	ENV officials become human bait to trap malaria-carrying mosquito
19930609	HONING THE  MIND
19930610	Sihanouk wins support of military, police chiefs
19930610	3 Japanese tourists found dead in Chinese hotel
19930610	SM: Slow down and others will snatch lead
19930611	Hardliners to form autonomous  regions
19930611	Why the need to overhaul the UN
19930612	North Korea may stay in nuclear pact
19930612	SET TO MAKE LOADS OF IMPACT
19930612	No sleep as alarm rings false
19930612	News Extra—Doctors and property
19930612	HDB warning on illegal subletting; 40 lose their flats
19930612	A host of problems for owners who sublet flats illegally
19930612	Sub-tenant grew more demanding
19930612	But where are the photos on S'pore?
19930613	Gnce upon wedding dres
19930613	WHAT  PRICE life?
19930614	Joscelin, wushu team bag 6 golds for S'pore
19930614	PM's target: Six women in Parliament by 1996
19930615	Assembly  gives Sihanouk  full powers
19930615	Li Peng back at work, attacks West over human rights issue
19930615	Sprint favourites shrug off rain to retain titles
19930615	Bomb alert over package for Lamont's wife
19930616	Renegade prince and followers flee to Vietnam
19930616	He came, he dined and left $8,000 tip
19930617	Take pragmatic line on human rights: Kan Seng
19930617	DIFFERENCES AMONG WESTERN NATIONS, TOO
19930617	Investing CPF savings: Let DBS tell you how
19930617	No-confidence motion to be tabled against Miyazawa
19930618	Miyazawa searching for way out of crisis
19930618	UN bars non-govt bodies during drafting of human rights paper
19930618	GST Select Committee sits today
19930618	It's all a matter of face...
19930618	132 pages today
19930619	Chiam quits as SDP's sec-gen over 'differences'
19930619	Tokyo govt collapses
19930619	GST refund agency at airport suggested
19930619	More women are travelling now
19930619	Toiletries are nice, but attitude change is better
19930619	WHICH ASIA PACIFIC HOTELS OFFER WHAT
19930620	Japanese voters will head for polls on July 18
19930620	SDP split: What now for Chiam?
19930620	Perilous pursuit of parenthood
19930621	UN meet resolves conflict over individual rights
19930622	Biggest opposition party to back Hata
19930622	S'pore rated most competitive NIE fifth year running
19930622	The stars  shine down
19930624	Civil servants' pay to rise next month
19930624	Father, stepmother held for girl's death
19930624	Bargain hunting
19930624	Hata launches new party; cites reform as most important job
19930624	Solving Kitchen Problems
19930625	Kurds on offensive across west Europe
19930625	Be greedy... for good reason
19930625	INVESTING YOUR  CPE SAVINGS
19930625	Girl, 16, among 46 nabbed in massive drug blitz
19930625	Seized: Radio scanner that intercepts signals
19930626	US Senate passes economic package
19930626	MUFFLED PROTEST
19930626	Chiam quit after CEC vetoed censure move
19930626	Audience will be  invited to  join N-Day  marchpast
19930626	The Straits Times  News Extra
19930626	SJFs switch to museum begins
19930626	REMEMBERING THE OLD SJI
19930626	AN OLD BOY REMEMBERS
19930627	Don't gamble on KLSE — Mahathir
19930627	Three Satay Club stallholders fined for adding beef to mutton satay
19930627	TEENAGER SMOKED OUT
19930627	Two judges appointed to Court off Appeal
19930627	Recycled graves at Sydney cemetery?
19930627	Shunde's challenge  TO SINGAPORE
19930628	20 US missiles rip Iraqi intelligence HQ
19930628	China proposes high-level talks with Taiwan: Report
19930628	NPB: Keep productivity growth at 4.4% to stay on track
19930629	Cambodian govt to be unveiled on Thursday
19930629	Dhana: Indonesia important for S'pore investments
19930630	Chief of  Navy promoted
19930630	GST: Case gets offer of more funds to check prices
19930630	ST Index up 25.38 points
19930701	Suharto calls on South to help South
19930701	Courtesy drive this year will show up Ugly Singaporean
19930701	New retirement rule: List of exemptions out today
19930701	MAS chief cautions against heavy stock speculation
19930702	Being kiasu 'no excuse' for rudeness
19930702	THE BAD AND THE UGLY
19930702	S'pore company buys London infertility clinic
19930702	Washington will stop blocking international loans to Hanoi
19930702	Five fashion houses adopt winning entries
19930703	US closing 87 bases in Europe and Asia
19930703	Clinton to spell out Asia focus during G-7 trip
19930703	Gunman goes on shooting spree killing 8, hurting 6
19930703	ST Index up 19 points
19930704	More than 300 drown as packed floating shrine collapses
19930704	SMA to distribute official list of specialists
19930704	China spells out tough austerity plan
19930704	THE 16-POINT PACKAGE
19930705	PM: Economics will shape future
19930705	Chances of winning slim — LDP sec-gen
19930705	Nightmare as Dream Team crashes
19930705	Maximising Your Brain's Potential
19930706	Chinese leaders hold crisis meetings
19930706	TUMOUR TREATMENT
19930706	SIA 'may have to end alliance with Swissair'
19930706	Clinton plans to use G-7 meet to announce new pact on Russian aid
19930706	China to help Iran build nuclear plant
19930707	Mutant strain of Hepatitis B virus crops up in S'pore
19930707	Miyazawa, Clinton move to break trade deadlock
19930707	Tokyo in formal bid for permanent UN council seat
19930707	Women  in rock
19930708	G-7 nations agree to broad tariff cuts
19930708	Men here sleep better than women: Study
19930708	S'pore spends less on health care but its people live longer
19930709	G-7 pledges united action on conflicts
19930709	Wong fei  Hong  Vs  Wong  Fei  Hong
19930710	G-7 resolves to revive world economy
19930710	S'pore welcomes tariffs move
19930710	Hurd's talks make little progress on HK
19930711	Waterfront plans for  Kallang, Simpang  on display
19930711	Swift justice in maid molest case
19930711	Hey, that's my  alma mater
19930711	A new  US  role
19930712	Shandong or Suzhou? It's a hard choice, says SM
19930713	End of the road for Beverly Hills 90210?
19930714	Malays and Indians do better  in exams
19930714	Malaysia's investments in China set to reach $5.2b
19930715	MAS will strengthen S$ if inflation threatens
19930715	15 in shock after N-Day fireworks blast at SAF base
19930716	Window painting wins artist top prize
19930716	SIA starting first no-smoking flight to London in Sept
19930716	Tougher rules in store for employment agencies
19930717	Beijing: Slowdown may hit Hongkong
19930717	SIA jet runs into bad turbulence; 11 hurt
19930718	Sports to get more government support and funds: PM
19930718	6 schools to go autonomous
19930718	Parliament sitting
19930718	Malay numbers
19930718	25 YEARS AGO
19930718	Speaking up: What are young S'poreans really afraid of?
19930718	Political awareness does not come about overnight
19930719	LDP does better than expected in Japan polls
19930719	KL upbeat on boosting ties with Indonesia
19930720	Miyazawa refuses to admit LDP defeat
19930720	Beijing sends 200,000 to speedup work on Kowloon link
19930720	Asean considers extending peace treaty to include regional powers
19930720	Bid to rig soccer match lands ex-skipper in jail
19930721	S'pore Telecom shares to be sold in stages
19930721	Four HK men here to shop with 20 fake gold credit cards arrested
19930721	New growth triangle launched with 12 projects
19930721	Miyazawa signals intention to resign
19930722	Asean security forum to be set up
19930722	Watanabe first to make bid for PM post; Miyazawa set to quit today
19930722	Sluggish response to CPF share top-up scheme
19930722	A-level language exam results out today
19930722	A Merlion-sized task
19930722	ST Index breaches 1,800 barrier
19930722	Singapore  culture goes to  China
19930723	Apec summit:  US likely  to push ahead
19930723	Pillay to retire from civil service
19930723	ADMIRALTY  CASEBOOK
19930723	Expand security, economic ties in region: PM Goh
19930723	134-page ST today
19930723	Miyazawa bows out as LDP president
19930723	Asia's  movie queen
19930724	Criticisms prompt SES to revise 20-cent levy
19930724	China's policy in Asia-Pacific is one of peace: Qian
19930725	Asean ministers agree to link EAEC with Apec
19930725	Turbulent skies
19930726	Asean launches new initiative on security
19930726	The Great S'pore  WORKOUT
19930726	Samson's first win in Japan
19930726	KL will confiscate books, videos showing people being cut up
19930727	Kan Seng: Good for Asean if US sees future in Asia-Pacific
19930727	Lim Boon Heng becomes full Cabinet Minister from today
19930727	3 weeks' jail and fine for multiple share applications
19930728	US supports idea of Afta-Nafta link
19930728	Boon Heng sworn in as full minister
