Date	Headline
19910317	Man poured hot wax on young daughter's thighs
19910317	No devil worship here, say police and cult expert
19910317	S'pore bowler wins $63,000 and Volvo in KL
19910317	Wiranata beats Foo for men's singles crown
19910317	Footsie rules keep Gazza at Tottenham
19910317	Biondi fails
19910317	Tim's record
19910317	Tony's tonic
19910317	Blow for Eire
19910317	England win
19910317	TODAY'S EVENTS
19910318	Mobilisation exercise
19910318	SAF scholars up close
19910318	Jack Wong bowls his second perfect game in two days
19910319	New identity cards for all within 3 years
19910319	Electronic tagging to be tried out with drug offenders this year
19910319	Take a look at me now!
19910319	New ordeal for liver transplant girl's family
19910320	Tender for more workers
19910320	Maid risks her life — to clean windows
19910320	Town and country
19910321	Health care policies to be reviewed
19910321	Uncut sheets of $2 notes up for sale soon
19910321	Greta of the Nineties
19910322	Coming soon: More TV channels
19910322	US envoy: Saddam lied to me
19910322	Karaoke  craze
19910322	New rules to make landed properties more affordable
19910323	NTU model: Top US universities
19910323	KEY DATES FOR THE UNIVERSITY
19910323	Rumour-mongers want to block Malaysia's development: Mahathir
19910323	Less censorship in adult movies for those over 18
19910323	Stand and deliver
19910324	Glenn Knight questioned by CPIB
19910324	Dry spell causes drop in water stocks
19910324	Carnival mood at Geylang as light-up begins
19910325	Hsu Tse-Kwang is new football chief
19910325	AMP comes up with Plans to help Malay community
19910325	Towards better medicine
19910326	Mobil to invest $1b more in s'pore
19910326	Shipping supplement in BT today
19910326	PM Goh to go to Manila for talks on April 11
19910326	Funding of the arts should include market test: BG Yeo
19910327	SIA plane hijacked
19910327	S'pore, Indonesian navies hold exercise
19910327	Di Tanjong Katong
19910328	PM Goh commends swift handling of crisis
19910328	New Malay middle class
19910329	Emigrants to Australia more likely to return
19910329	Hijackers armed with explosive sticks, knives
19910330	Hijack has not deterred people from travelling
19910330	A look at the direction of the Soviet economy
19910330	The fine print
19910331	Captain tells of cockpit drama
19910331	$30 movie wins S'pore Short Film award
19910331	Maradona faces two-year ban
19910401	Old numbers to stay in new credit card-sized identity cards
19910401	Six S'poreans on Qing Ming trip killed in Johor
19910401	Samo the Big Brother
19910402	Sitting on MRT parapets banned
19910402	Mixed bag of goodies
19910403	President Wee sends greetings to Emir
19910403	Mindef changes NS deferment rule for medical studies overseas
19910403	Emperor's film feast
19910403	The 'holes-in-the-wall' gang
19910403	Shophouse tales
19910404	Swiss workers catch up
19910404	S'pore to 'evolve into world-class financial centre'
19910404	Bangkok traffic woes — second day
19910404	Nureyev: Dancing  is forever
19910405	20 kg lost in 3 months
19910405	BMT to be linked to recruits' fitness level
19910405	Gang-rape, robbery at Changi beach: Six held
19910406	7 % growth for first quarter likely: BG Lee
19910406	Demerit points scheme to start later this year
19910406	The Arab  enigma
19910407	Beri made an error, so S'pore still No. 1
19910407	S'pore Malays change their views after Gulf war
19910407	DREAM BOAT BERNARD
19910408	Malay leaders encouraged by new survey findings
19910408	US planes drop aid to refugees
19910408	Video 'snacks'
19910408	Life!
19910409	Bids pour in for weekend cars
19910409	AudioTex goes into action today
19910409	Here comes the amazing Mighty Mouse
19910409	PM meets key people  in hijack  drama
19910410	Govt asked to match pledges to Share scheme
19910410	New look for old goods
19910411	PM Goh leaves today for 2-day trip to Manila
19910411	Spore rebuts US trade charges
19910411	Bird nuisance at SGH canteen
19910411	Customs makes biggest ever seizure of liquor and cigarettes
19910411	Life!
19910412	Govt may buy TV time in HK for S'poreans there
19910412	Abdullah due here for visit
19910413	The West agrees on need for safe havens for Kurds
19910414	The best and wise way of meeting marriage partners
19910415	Trauma in the dark
19910415	SAF team to join UN peace mission in Gulf
19910415	Asean summit probably in January or February
19910415	Business Times' investment race is on
19910415	Look who's on the loose
19910415	Borrowing from loan sharks may be made illegal
19910416	Taiwan's main opposition party quits National Assembly in protest move
19910416	PM to Malay-Muslim leaders: Whip up grassroots support
19910416	Labour of love to give Hari Raya a special flavour
19910417	Children in cars will have to be strapped in
19910417	Kan Seng calls on Johor Sultan for Hari Raya Puasa
19910418	Troops will set up camps for Kurds: US
19910418	Index climbs 27 pts to 8-month high
19910419	Govt to invest in real assets in HK
19910419	Three S'poreans killed in accidents in Europe
19910419	Dow breaches 3,000-pt barrier for first time
19910419	S'pore may allow double  surnames:  BG Yeo
19910419	Gorbachev, Kaifu fail to end dispute over islands
19910420	Gorbachev fails to gain from  Tokyo visit
19910420	Dutch woman is first female Caucasian nabbed for drug trafficking here
19910420	Prestigious Police sword presented to PM
19910421	2½ years' jail, cane for director who molested maid
19910421	University tuition fees to go up in July
19910421	2,500 Hongkong families have settled in Singapore so far
19910422	Believe it or not, this is just a pup
19910422	Leslie Cheung, Carol Cheng get top awards
19910422	Squash loses out in popularity to other games like bowling
19910422	Life!
19910423	Govt acts to woo  people to  Woodlands
19910423	Protesters accuse Jansher Khan of wife-snatching
19910423	NS stint for fit recruits will be reduced by a month
19910424	Workers 'should get 9 % pay hike this year'
19910424	Dr Tan to meet student leaders on fee hikes
19910424	Girl, 10, murdered during flat robbery
19910424	What Selegie Complex tenants have to endure
19910424	Pillow talk
19910425	Sony Corp's 'win-win' situation
19910425	Adultery's new, deep, dark secret
19910425	Parliament
19910426	Unions welcome Growth Triangle
19910426	Grace & gumption
19910426	BG Yeo in Brunei on 2-day visit
19910427	Workers will not take big CPF cut again: Teng Cheong
19910427	Veteran unionist Kandasamy loses seat in central committee
19910427	Body of murdered woman found in Clarke Quay
19910427	Safety zone scheme for pupils to start in July
19910427	Man held for the murder of 10-year-old schoolgirl
19910428	Victoria, Dunman High, RGS hope to go independent in '93
19910428	More regional security pacts welcome: PM
19910428	Man kills himself with shotgun after taking his wife hostage
19910428	MARADONA SINKS DEEPER
19910428	Next: A Growth Circle?
19910428	Old  And the problems  faith,  that are brewing.  new  LEE SIEW HUA  leaders
19910429	Don't take unions for granted — BG Lee
19910429	'No hurry to take a higher profile now'
19910429	A switch in time... from Ts to opera
19910429	FPDA reaffirms commitment to defend Malaysia, Singapore
19910429	Brunei to join arrangements?
19910430	PM: Let's make this the finest nation
19910430	PM leaves  today for  two-day  visit  to Brunei
19910430	CPF cuts only as a last resort, employers pledge
19910430	SNEF backs call for firms to spend more on training
19910430	Karaoke  rules UK
19910501	Visit opens new page  in S'pore-Brunei ties: Sultan
19910501	Robin's awakening
19910501	No TNP today, but BT will be published
19910501	BG Lee leads high-level team to China tomorrow
19910501	Fourth-time lucky for Chiam
19910501	SICC's $1m bonanza for holes-in-one
19910502	Labour's highest award for Mr Lee
19910502	Kaifu due to arrive here today
19910502	A dirty job
19910502	PAP to fight polls with Next Lap as its manifesto
19910502	PM to bosses: Don't grumble about CPF hike
19910503	PM Goh plans to visit Japan next year
19910503	World's first births from 'lab womb' achieved in S'pore
19910504	Japan expresses  sincere  contrition
19910504	Form S'pore Club  in Shenzhen, says businessman
19910504	Semi-automated parking at two HDB carparks
19910504	Growth Triangle 'will work'
19910505	Under-18s to be banned from buying cigarettes
19910505	FAS official's specs broken by stone thrown by fan
19910505	National Front retains Bayu seat
19910506	Mattar on why Mendaki rate raised by 50 cents
19910506	How dad-to-be reacts to baby
19910506	Filipina held for murder of maid and boy
19910506	Mobilisation exercise
19910507	Govt invests $824m in NZ companies
19910507	Maid-and-boy murder:  Suspect in grip of the law
19910508	Higher rents for golf clubs on state land
19910508	Future university fee hikes will be 'smaller and more gradual'
19910508	High lights
19910509	XL orders probe into cause of fire
19910509	President Wee sends condolences
19910509	Life!
19910509	China will create own economic model: Li Peng
19910509	Bored on Broadway
19910510	Political stability  must come first for Asia: Mr Lee
19910510	Joint exercises to resume soon: Najib
19910511	Music and memories of Mozart
19910511	Justice Chua reappointed as Supreme Judge
19910511	Kitty  litter
19910512	Pre-school scheme to be expanded
19910512	Sons' Mother's Day ad wins Thai mum a trip home
19910512	Johor's highest honour for PM
19910513	Spink on disallowed goal
19910513	Slot machines used here to treat gambling addicts
19910513	A dowager's indulgence
19910514	Retire at 60: Should there be conditions?
19910514	Life!
19910514	Jeffrey Kitingan arrested under ISA
19910516	French PM resigns; woman named  successor
19910516	The Xian Incident
19910516	The return of the mobile food wagon in Singapore
19910516	The Xian Incident
19910516	Three or more vs. Stop at two.
19910517	Decision this year: Dr Yeo
19910517	An afternoon of soccer, tea and President Wee
19910517	The right to decide
19910517	TWO MAIN BENEFITS
19910517	MRT link to airport: Not in next  10 years
19910518	6 to 8 %  growth  forecast
19910518	S'pore beaten 3-2 by Kelantan
19910519	Singapore scores As in census report
19910519	Misadventure verdict on death of woman after induced labour
19910519	Problem of greying singles if trends continue
19910520	Troubled sleepless nights
19910520	SlA's pre-tax profits down by 19.2%
19910520	BT's $100,000 challenge: Contest No. 2
19910521	The date rapist
19910521	PM points the way to outdo W. Europe
19910521	Quayle due here today for 2-day visit
19910521	Date rape
19910522	Premiums for some COEs at all-time high
19910522	PM Goh hosts dinner at the Istana for Quayle
19910523	PM Goh sends condolences to Shekhar and Sonia
19910524	Cheow Tong to attend funeral
19910524	Magestic Restaurant fined $1,000 for selling fake sharks' fin
19910524	New Paper guide to stubbing out with the stars on Sunday
19910524	Cher's fit parade
19910525	Giro and counter payment rates should differ, suggests Mah
19910526	PM to launch fortnightly constituency 'talkabouts'
19910526	A look at Japan's efforts to project a larger world role
19910527	Govt aid for private kindergartens
19910527	Orchard Rd smoke-free party draws thousands
19910527	The man who wants to live forever
19910528	NWC: Lower pay increase this year
19910528	Light of devotion for Buddha
19910529	Life! is IT
19910529	PM joins Buddhists in marking Vesak Day
19910529	Committee set up to investigate the disaster
19910530	Telecom cuts time-based phone charges
19910530	Lawyer to be Supreme Court judge
19910530	60-page BT special
19910530	Dressed for the job
19910530	Ex-CAD chief Knight faces cheating and graft charges
19910530	What the eight charges are
19910531	Nazri: I was not suspended from school
19910601	Gorbachev for G-7 summit: 2 more agree
19910601	Water bodies to be made more attractive
19910603	PM calls for  grassroots  Parliaments
19910603	Possible six-month trial for non-transferable COEs starting August
19910603	Life! is Family
19910603	Sihanouk, Hun Sen reach accord on leadership of SNC
19910603	Schoolgirls' shrill note of caution
19910604	New ICs can now have Chinese characters
19910604	All thumbs at re-registration
19910604	ST Index closes at highest level this year
19910604	Networked
19910605	SIA launches new service to Toronto
19910605	Cambodia talks end without healing rifts
19910605	Design boost
19910605	Convicted robber suing Government for damages
19910606	Journey of truth
19910606	Convicted man sues Govt over number of strokes he received
19910606	Sihanouk, Hun Sen to stop taking foreign military aid
19910606	PILGRIMS' PROGRESS
19910607	Asian-born Australians returning for jobs
19910607	Money's not everything
19910607	UIC censured for not informing shareholders about its losses
19910608	3 Nigerians held, 4 kg of heroin seized at Changi
19910608	New court rules to speed up cases
19910608	Insider trading: New SES curbs on directors
19910609	Govt approves Mendaki and AMP proposals
19910609	HOW the $1.7 million pie will be divided
19910609	SES rejects cash plan; UIC to sell some investments
19910609	Staying on par with golf bores
19910609	HOW MUCH DO YOU KNOW?
19910610	TV3 screens series on racism in Australia in tit-for-tat move
19910610	BT investment race
19910610	PM joins Marine Parade town council celebrations
19910610	Polytechnic  pacesett
19910611	PM: More Malays in armed forces possible
19910612	She knew all along about my sex-change op- Husband
19910612	Speed detection cameras to be set up along 'danger roads'
19910612	Stiffer rules to keep out prohibited immigrants
19910613	Girl, 14:  I was forced  prostitution
19910613	4-million population  mark 'could  be reached sooner than expected'
19910614	High Court grants an annulment to babysitter in sex-change marriage
19910614	Productivity growth lower than what the figures show
19910615	Selling S'pore workers to the world
19910615	Official productivity growth figure given was 4.6 %, not 5.7 %
19910615	Moscow to keep air and naval forces in Vietnam
19910615	Insight: Cultural distilleries
19910616	VITB makes upgrading easier
19910616	Britain's ties with Singapore
19910616	A growing partnership: Bilateral trade reaches record levels
19910617	S'pore loses 3-0 to KL
19910617	S'pore copy watch touts  selling their wares  in Britain and Australia
19910617	A world record that's not to be sneezed at
19910618	KL presents new 10-year growth plan
19910618	Chinese heroes get pride of place in Marina South
19910618	Congress (I) looks set to form minority govt
19910618	SBC to pay $200,000 to $250,000 a year in royalties to PRS
19910620	Gas, power to be privatised by early 1994
19910620	Grey herons freed after 6 months in captivity
19910620	Cheney hints US might abandon Philippine bases if repairs are too costly
19910620	MRT line to be diverted to preserve Senoko bird haven
19910620	S'pore keeps top spot in competitiveness
19910621	Anchoring people to Singapore
19910621	S'pore team to join UN force in W. Sahara
19910622	Govt 'will always have to balance pressures'
19910622	Three held since 1987 freed
19910623	New rules to control clanger dogs
19910623	President Wee to visit  Indonesia next month
19910623	S'pore sends aid to victims of Pinatubo eruption
19910623	New surgical technique gives couple a very special Hari Raya Haji present
19910624	Pillay panel suggests a Mendaki for Indians
19910624	Trial system for non-transferable COEs from Sept 1
19910624	Sacrifice of sheep a reminder to share wealth
19910624	Hun Sen accepts Sihanouk's peace plan
19910624	Can't  stop,
19910625	PM: Asean must face up to foreign competition
19910625	MODERN-DAY RAPUNZEL
19910625	The science of war
19910626	S'pore welcomes free trade idea
19910626	Registration for Primary 1,  preparatory classes starts on July 9
19910626	Film censors pass 8 'R' movies — only three suffer some cuts
19910626	A grand  old lady  returns
19910627	Kaifu to be first G-7 leader to visit China since Tiananmen
19910627	A-G to subpoena 36 witnesses in Knight case
19910627	Fined $500 for having speed-trap detector
19910628	Republic rejects appeal for talks
19910628	Insider trading likely to be hot topic in House today
19910628	'Smart' lifts for new HDB flats
19910629	Polls law changes
19910629	THE STRAITS TIMES  Life!
19910630	Elected Presidency hopefuls must have eligibility cert
19910630	The Government from July 1
19910630	Whiz kid, 13, takes NUS hostel life in his stride
19910630	Focusing on peace and security in Asia-Pacific region
19910630	PM reshuffles Cabinet
19910701	Open Unversity plan under study
19910701	Perilous border journey
19910701	the bell tolls
19910702	Yugoslav crisis  eases after  EC move
19910702	THROUGH THE AIR WITH THE GREATEST OF EASE
19910702	SAF to focus more on obesity problem of servicemen, reservists: BG Lee
19910702	China to ban  smoking in public places
19910702	Knight's trial brought forward to this year
19910702	CLASSIFIED
19910703	Mild tremors hit parts of Singapore
19910704	ST index plunges 25.4 points
19910704	Doctor who refused to help: Dead man's kin lodge complaint
19910705	China, Britain reach accord on HK airport
19910705	Chang put off trip to S'pore the day before he died
19910705	Sex  and the single cher
19910706	Singapore doesn't have a constitution: Law lecturer
19910706	Core team to take on top Govt jobs
19910706	Anita brings the house down
19910706	Slovenia agrees to free Yugoslav army prisoners
19910706	New targets for Civil Service staff strength
19910707	'Prepare for worst in case Gatt talks fail'
19910707	Granite ball fountain spins a magic spell
19910707	WEEKDAY 'GRANNY'
19910708	PM: Govt cannot yield to popular pressure
19910708	BT investment race
19910708	S'pores clean and green, except for the beaches
19910708	Angels  in the City
19910709	Two RSAF F16s collide
19910709	ST Index slides 22 points
19910709	SMC to look into complaints system
19910710	Glenn Knight's wife  charged with  fraud and corruption
19910711	KL unveils new 5-year economic plan
19910711	Slow down  population  growth,  Malaysians  urged
19910711	Primary school teacher held for drug trafficking
19910713	Baby boom for S'pore this year?
19910713	Wanted: Old phone books for recycling
19910713	Premier service losing some of its glamour?
19910713	THE STRAITS TIMES  Life!
19910714	Singapore to have an Open University
19910714	Govt 'yes' to proposals to help Indian students
19910715	Growth not likely to exceed 8% — BG Lee
19910716	Boy dies after falling  down slope near  Ang Mo Kio MRT station
19910717	2 banks  win  summary  judgments  against  Khamis
19910718	Heroin worth $9 m seized from two HK teens at airport
19910719	Molester runs into his victim... at police post
19910719	CAD drops its probe into Khamis
19910720	Asean gets Soviet pledge
19910720	1,000,000 UP!
19910720	Khamis probe off because of lack of evidence — CAD
19910721	Asean meet ends on an upbeat note
19910721	'Average student' gets award for excellence
19910721	Make COEs for all cars non-transferable for a year, says GPC
19910721	Japan-Asean economic ties: A horizontal division of labour
19910722	Get politics right first, says PM Goh
19910722	Bt Panjang may get light rail link to MRT
19910722	Busking may be allowed but money collected must go to charity
19910722	Scratch, scratch, scratch — all caught on video
19910722	Neglected children
19910724	Asean 'yes' to talks on regional security
19910724	President leaves for Jakarta today
19910724	Traffic woes from shared slip road
19910725	Asean upbeat on  Singapore  summit
19910725	S'pore-Jakarta co-operation can benefit entire region: President Wee
19910725	nuptials
19910726	Boost for biotech industry as Govt sets up US firm
19910726	Printing error in tickets, so firm may have to give away 100 cars
19910726	Her World's singular adventures
19910726	Presidents call for more economic co-operation
19910727	Bear in mind multi-racial goal
19910727	Multi-lingual and bilingual signs will be used selectively
19910727	How S'pore escaped the BCCI debacle
19910727	Insight into community visits
19910728	PM: Community,  not racial,  approach to help underclass
19910728	ISERS  Trends
19910728	National Front wins Prai by-election
19910728	How S'pore escaped the BCCI debacle
19910728	Reservists in key posts to get bigger allowance
19910729	Indonesia visit helped cement ties: President
19910729	No basis to say that there is a middle-class squeeze: BG Lee
19910729	Debate on Presidential  Elections Bill likely  to dominate Parliament
19910729	Buy buy  kids
19910730	All income and racial groups have done well
19910730	... and here's the proof
19910730	Panel completes its review of electoral boundaries
19910730	New purple $2 notes before Lunar New Year
19910730	Non-transferable COEs: 1-year trial starts Sept
19910731	Towards ever closer ties with S'pore
19910731	A humble meadow with a historic past
19910802	909090
19910804	NTUC hopes to start health care co-op for workers by year's end
19910804	Fourth poly will open next year
19910804	16 pages of ads... and only one advertiser
19910804	She's so shy
19910805	FREEEEEEE-FALUNG!
19910805	PM will call early general election
19910805	Endowment fund to top up Medisave accounts of needy may be set up
19910806	PM wants Civil Service  run more  like private sector firm
19910807	Mature trees  in some  areas will be protected
19910808	Israel must return all occupied land: Syria
19910808	The general is the second Indonesian to get award
19910808	General Try gets S'pore's highest military honour
19910810	This, My Singapore
19910811	Soviet way not for China: Mr Lee
19910811	Business as  usual in Republic
19910811	Say, what's the good  news here?
19910811	Go EAST,  young man
19910813	Asia has much to offer West — BG Yeo
19910813	PM's Medifund scheme praised
19910813	Youth dies after kick during karate bout
19910814	Broadcast raises hopes of early end to hostage crisis
19910814	Private firms urged
19910815	Election on Aug 31
19910815	4 NCMPs if no  opposition member is elected
19910815	2 committees to vet minority candidates
19910815	Great party ideas from Swing Hotline
19910816	Remedy for high cholesterol that you can drink to
19910816	INSIDE
19910816	PAP shows first two new candidates and predicts bigger share of votes
19910816	People, not statistics, important in politics
19910816	What a Malay should forget to be an MP
19910816	See Page 24 for the profiles of the two new PAP candidates.
19910817	Open U to start next July
19910817	McCity without a soul?
19910817	Indonesians must unite in spirit of nationalism: Suharto
19910817	Vote seriously and give us a clear mandate: BG Lee
19910817	Will  the  real  Singapore please  show  up?
19910818	PM Goh springs by-election surprise
19910818	Canada to end air services pact with S'pore
19910818	NUH to get more beds, operating theatres in  $160m expansion
19910818	COMRADES  to  CALL GIRLS
19910819	Strong mandate needed to spend reserves, says PM
19910819	Old flats to be demolished, not upgraded  Govt to give subsidies to affected residents to buy new HDB flats
19910819	Opposition parties rap PM's plan on by-elections
19910819	Photographs  & memotries
19910819	CLASSIFIED
19910820	ST Index down 84 points as markets reel
19910820	Body Shop
19910821	PM Goh concerned over events in USSR
19910821	Will PAP be  returned to power today?
19910822	PAP returned  to power;  41 seats uncontested
19910822	Why we were late
19910827	PAPs moderate policy 'on the line in Eunos'
19910827	WHY WE WERE LATE
19910828	Communal politics emerges as a key issue
19910828	WHY WE WERE LATE
19910829	Husband turns midwife and delivers baby in car
